,iso3,loage,hiage,women,year
8094,IRN,70,74,465,2015
8095,IRN,75,79,356,2015
8096,IRN,80,84,222,2015
8100,IRN,80,NA,NA,2015
8097,IRN,85,89,96,2015
8098,IRN,90,94,28,2015
8099,IRN,95,99,4,2015
10261,IRQ,15,19,995,1990
10262,IRQ,20,24,829,1990
10263,IRQ,25,29,582,1990
10264,IRQ,30,34,446,1990
10265,IRQ,35,39,446,1990
10266,IRQ,40,44,272,1990
10267,IRQ,45,49,263,1990
10268,IRQ,50,54,227,1990
10269,IRQ,55,59,191,1990
10270,IRQ,60,64,155,1990
10271,IRQ,65,69,127,1990
10272,IRQ,70,74,104,1990
10273,IRQ,75,79,70,1990
10274,IRQ,80,84,37,1990
10278,IRQ,80,NA,NA,1990
10275,IRQ,85,89,14,1990
10276,IRQ,90,94,3,1990
10277,IRQ,95,99,0,1990
10279,IRQ,15,19,1143,1995
10280,IRQ,20,24,978,1995
10281,IRQ,25,29,809,1995
10282,IRQ,30,34,566,1995
10283,IRQ,35,39,433,1995
10284,IRQ,40,44,435,1995
10285,IRQ,45,49,264,1995
10286,IRQ,50,54,254,1995
10287,IRQ,55,59,217,1995
10288,IRQ,60,64,179,1995
10289,IRQ,65,69,140,1995
10290,IRQ,70,74,108,1995
10291,IRQ,75,79,79,1995
10292,IRQ,80,84,43,1995
10296,IRQ,80,NA,NA,1995
10293,IRQ,85,89,17,1995
10294,IRQ,90,94,4,1995
10295,IRQ,95,99,1,1995
10297,IRQ,15,19,1275,2000
10298,IRQ,20,24,1138,2000
10299,IRQ,25,29,972,2000
10300,IRQ,30,34,803,2000
10301,IRQ,35,39,560,2000
10302,IRQ,40,44,428,2000
10303,IRQ,45,49,428,2000
10304,IRQ,50,54,258,2000
10305,IRQ,55,59,246,2000
10306,IRQ,60,64,206,2000
10307,IRQ,65,69,164,2000
10308,IRQ,70,74,121,2000
10309,IRQ,75,79,83,2000
10310,IRQ,80,84,50,2000
10314,IRQ,80,NA,NA,2000
10311,IRQ,85,89,20,2000
10312,IRQ,90,94,5,2000
10313,IRQ,95,99,1,2000
10315,IRQ,15,19,1424,2005
10316,IRQ,20,24,1248,2005
10317,IRQ,25,29,1105,2005
10318,IRQ,30,34,943,2005
10319,IRQ,35,39,781,2005
10320,IRQ,40,44,544,2005
10321,IRQ,45,49,414,2005
10322,IRQ,50,54,414,2005
10323,IRQ,55,59,246,2005
10324,IRQ,60,64,230,2005
10325,IRQ,65,69,186,2005
10326,IRQ,70,74,139,2005
10327,IRQ,75,79,91,2005
10328,IRQ,80,84,51,2005
10332,IRQ,80,NA,NA,2005
10329,IRQ,85,89,23,2005
10330,IRQ,90,94,6,2005
10331,IRQ,95,99,1,2005
10333,IRQ,15,19,1587,2010
10334,IRQ,20,24,1381,2010
10335,IRQ,25,29,1196,2010
10336,IRQ,30,34,1060,2010
10337,IRQ,35,39,909,2010
10338,IRQ,40,44,754,2010
10339,IRQ,45,49,524,2010
10340,IRQ,50,54,397,2010
10341,IRQ,55,59,394,2010
10342,IRQ,60,64,229,2010
10343,IRQ,65,69,208,2010
10344,IRQ,70,74,157,2010
10345,IRQ,75,79,105,2010
10346,IRQ,80,84,56,2010
10350,IRQ,80,NA,NA,2010
10347,IRQ,85,89,23,2010
10348,IRQ,90,94,7,2010
10349,IRQ,95,99,1,2010
10351,IRQ,15,19,1852,2015
10352,IRQ,20,24,1610,2015
10353,IRQ,25,29,1406,2015
10354,IRQ,30,34,1214,2015
10355,IRQ,35,39,1070,2015
10356,IRQ,40,44,913,2015
10357,IRQ,45,49,752,2015
10358,IRQ,50,54,518,2015
10359,IRQ,55,59,387,2015
10360,IRQ,60,64,375,2015
10361,IRQ,65,69,211,2015
10362,IRQ,70,74,178,2015
10363,IRQ,75,79,120,2015
10364,IRQ,80,84,66,2015
10368,IRQ,80,NA,NA,2015
10365,IRQ,85,89,26,2015
10366,IRQ,90,94,7,2015
10367,IRQ,95,99,1,2015
13069,ISL,15,19,10,1990
13070,ISL,20,24,10,1990
13071,ISL,25,29,11,1990
13072,ISL,30,34,10,1990
13073,ISL,35,39,9,1990
13074,ISL,40,44,8,1990
13075,ISL,45,49,6,1990
13076,ISL,50,54,5,1990
13077,ISL,55,59,5,1990
13078,ISL,60,64,5,1990
13079,ISL,65,69,5,1990
13080,ISL,70,74,4,1990
13081,ISL,75,79,3,1990
13082,ISL,80,84,2,1990
13086,ISL,80,NA,NA,1990
13083,ISL,85,89,1,1990
13084,ISL,90,94,1,1990
13085,ISL,95,99,0,1990
13087,ISL,15,19,10,1995
13088,ISL,20,24,10,1995
13089,ISL,25,29,10,1995
13090,ISL,30,34,11,1995
13091,ISL,35,39,10,1995
13092,ISL,40,44,9,1995
13093,ISL,45,49,8,1995
13094,ISL,50,54,6,1995
13095,ISL,55,59,5,1995
13096,ISL,60,64,5,1995
13097,ISL,65,69,5,1995
13098,ISL,70,74,4,1995
13099,ISL,75,79,3,1995
13100,ISL,80,84,2,1995
13104,ISL,80,NA,NA,1995
13101,ISL,85,89,1,1995
13102,ISL,90,94,1,1995
13103,ISL,95,99,0,1995
13105,ISL,15,19,11,2000
13106,ISL,20,24,10,2000
13107,ISL,25,29,10,2000
13108,ISL,30,34,10,2000
13109,ISL,35,39,11,2000
13110,ISL,40,44,10,2000
13111,ISL,45,49,9,2000
13112,ISL,50,54,8,2000
13113,ISL,55,59,6,2000
13114,ISL,60,64,5,2000
13115,ISL,65,69,5,2000
13116,ISL,70,74,4,2000
13117,ISL,75,79,4,2000
13118,ISL,80,84,2,2000
13122,ISL,80,NA,NA,2000
13119,ISL,85,89,1,2000
13120,ISL,90,94,1,2000
13121,ISL,95,99,0,2000
13123,ISL,15,19,10,2005
13124,ISL,20,24,11,2005
13125,ISL,25,29,10,2005
13126,ISL,30,34,10,2005
13127,ISL,35,39,10,2005
13128,ISL,40,44,11,2005
13129,ISL,45,49,10,2005
13130,ISL,50,54,9,2005
13131,ISL,55,59,8,2005
13132,ISL,60,64,6,2005
13133,ISL,65,69,5,2005
13134,ISL,70,74,5,2005
13135,ISL,75,79,4,2005
13136,ISL,80,84,3,2005
13140,ISL,80,NA,NA,2005
13137,ISL,85,89,2,2005
13138,ISL,90,94,1,2005
13139,ISL,95,99,0,2005
13141,ISL,15,19,12,2010
13142,ISL,20,24,11,2010
13143,ISL,25,29,12,2010
13144,ISL,30,34,11,2010
13145,ISL,35,39,11,2010
13146,ISL,40,44,11,2010
13147,ISL,45,49,11,2010
13148,ISL,50,54,11,2010
13149,ISL,55,59,9,2010
13150,ISL,60,64,8,2010
13151,ISL,65,69,6,2010
13152,ISL,70,74,4,2010
13153,ISL,75,79,4,2010
13154,ISL,80,84,3,2010
13158,ISL,80,NA,NA,2010
13155,ISL,85,89,2,2010
13156,ISL,90,94,1,2010
13157,ISL,95,99,0,2010
13159,ISL,15,19,11,2015
13160,ISL,20,24,12,2015
13161,ISL,25,29,11,2015
13162,ISL,30,34,11,2015
13163,ISL,35,39,11,2015
13164,ISL,40,44,10,2015
13165,ISL,45,49,10,2015
13166,ISL,50,54,11,2015
13167,ISL,55,59,10,2015
13168,ISL,60,64,9,2015
13169,ISL,65,69,7,2015
13170,ISL,70,74,5,2015
13171,ISL,75,79,4,2015
13172,ISL,80,84,4,2015
13176,ISL,80,NA,NA,2015
13173,ISL,85,89,2,2015
13174,ISL,90,94,1,2015
13175,ISL,95,99,0,2015
10369,ISR,15,19,210,1990
10370,ISR,20,24,174,1990
10371,ISR,25,29,161,1990
10372,ISR,30,34,157,1990
10373,ISR,35,39,163,1990
10374,ISR,40,44,136,1990
10375,ISR,45,49,95,1990
10376,ISR,50,54,88,1990
10377,ISR,55,59,84,1990
10378,ISR,60,64,82,1990
10379,ISR,65,69,72,1990
10380,ISR,70,74,53,1990
10381,ISR,75,79,48,1990
10382,ISR,80,84,28,1990
10386,ISR,80,NA,NA,1990
10383,ISR,85,89,12,1990
10384,ISR,90,94,4,1990
10385,ISR,95,99,1,1990
10387,ISR,15,19,241,1995
10388,ISR,20,24,222,1995
10389,ISR,25,29,191,1995
10390,ISR,30,34,181,1995
10391,ISR,35,39,177,1995
10392,ISR,40,44,182,1995
10393,ISR,45,49,155,1995
10394,ISR,50,54,104,1995
10395,ISR,55,59,97,1995
10396,ISR,60,64,97,1995
10397,ISR,65,69,93,1995
10398,ISR,70,74,81,1995
10399,ISR,75,79,56,1995
10400,ISR,80,84,41,1995
10404,ISR,80,NA,NA,1995
10401,ISR,85,89,18,1995
10402,ISR,90,94,5,1995
10403,ISR,95,99,1,1995
10405,ISR,15,19,256,2000
10406,ISR,20,24,249,2000
10407,ISR,25,29,229,2000
10408,ISR,30,34,200,2000
10409,ISR,35,39,191,2000
10410,ISR,40,44,186,2000
10411,ISR,45,49,192,2000
10412,ISR,50,54,162,2000
10413,ISR,55,59,112,2000
10414,ISR,60,64,104,2000
10415,ISR,65,69,101,2000
10416,ISR,70,74,92,2000
10417,ISR,75,79,73,2000
10418,ISR,80,84,43,2000
10422,ISR,80,NA,NA,2000
10419,ISR,85,89,26,2000
10420,ISR,90,94,8,2000
10421,ISR,95,99,2,2000
10423,ISR,15,19,263,2005
10424,ISR,20,24,264,2005
10425,ISR,25,29,255,2005
10426,ISR,30,34,233,2005
10427,ISR,35,39,203,2005
10428,ISR,40,44,194,2005
10429,ISR,45,49,189,2005
10430,ISR,50,54,194,2005
10431,ISR,55,59,163,2005
10432,ISR,60,64,112,2005
10433,ISR,65,69,102,2005
10434,ISR,70,74,95,2005
10435,ISR,75,79,82,2005
10436,ISR,80,84,58,2005
10440,ISR,80,NA,NA,2005
10437,ISR,85,89,28,2005
10438,ISR,90,94,12,2005
10439,ISR,95,99,2,2005
10441,ISR,15,19,275,2010
10442,ISR,20,24,274,2010
10443,ISR,25,29,278,2010
10444,ISR,30,34,274,2010
10445,ISR,35,39,250,2010
10446,ISR,40,44,214,2010
10447,ISR,45,49,199,2010
10448,ISR,50,54,193,2010
10449,ISR,55,59,202,2010
10450,ISR,60,64,171,2010
10451,ISR,65,69,115,2010
10452,ISR,70,74,102,2010
10453,ISR,75,79,93,2010
10454,ISR,80,84,74,2010
10458,ISR,80,NA,NA,2010
10455,ISR,85,89,41,2010
10456,ISR,90,94,14,2010
10457,ISR,95,99,3,2010
10459,ISR,15,19,304,2015
10460,ISR,20,24,278,2015
10461,ISR,25,29,279,2015
10462,ISR,30,34,279,2015
10463,ISR,35,39,275,2015
10464,ISR,40,44,253,2015
10465,ISR,45,49,215,2015
10466,ISR,50,54,198,2015
10467,ISR,55,59,189,2015
10468,ISR,60,64,196,2015
10469,ISR,65,69,164,2015
10470,ISR,70,74,105,2015
10471,ISR,75,79,89,2015
10472,ISR,80,84,74,2015
10476,ISR,80,NA,NA,2015
10473,ISR,85,89,49,2015
10474,ISR,90,94,21,2015
10475,ISR,95,99,4,2015
14257,ITA,15,19,2115,1990
14258,ITA,20,24,2265,1990
14259,ITA,25,29,2260,1990
14260,ITA,30,34,2039,1990
14261,ITA,35,39,1943,1990
14262,ITA,40,44,2014,1990
14263,ITA,45,49,1737,1990
14264,ITA,50,54,1862,1990
14265,ITA,55,59,1754,1990
14266,ITA,60,64,1716,1990
14267,ITA,65,69,1643,1990
14268,ITA,70,74,1011,1990
14269,ITA,75,79,1146,1990
14270,ITA,80,84,760,1990
14274,ITA,80,NA,NA,1990
14271,ITA,85,89,362,1990
14272,ITA,90,94,117,1990
14273,ITA,95,99,21,1990
14275,ITA,15,19,1752,1995
14276,ITA,20,24,2125,1995
14277,ITA,25,29,2273,1995
14278,ITA,30,34,2265,1995
14279,ITA,35,39,2038,1995
14280,ITA,40,44,1937,1995
14281,ITA,45,49,2002,1995
14282,ITA,50,54,1720,1995
14283,ITA,55,59,1834,1995
14284,ITA,60,64,1711,1995
14285,ITA,65,69,1644,1995
14286,ITA,70,74,1522,1995
14287,ITA,75,79,881,1995
14288,ITA,80,84,903,1995
14292,ITA,80,NA,NA,1995
14289,ITA,85,89,482,1995
14290,ITA,90,94,157,1995
14291,ITA,95,99,30,1995
14293,ITA,15,19,1498,2000
14294,ITA,20,24,1770,2000
14295,ITA,25,29,2133,2000
14296,ITA,30,34,2279,2000
14297,ITA,35,39,2272,2000
14298,ITA,40,44,2036,2000
14299,ITA,45,49,1928,2000
14300,ITA,50,54,1985,2000
14301,ITA,55,59,1700,2000
14302,ITA,60,64,1798,2000
14303,ITA,65,69,1652,2000
14304,ITA,70,74,1543,2000
14305,ITA,75,79,1349,2000
14306,ITA,80,84,704,2000
14310,ITA,80,NA,NA,2000
14307,ITA,85,89,590,2000
14308,ITA,90,94,222,2000
14309,ITA,95,99,43,2000
14311,ITA,15,19,1418,2005
14312,ITA,20,24,1546,2005
14313,ITA,25,29,1860,2005
14314,ITA,30,34,2249,2005
14315,ITA,35,39,2390,2005
14316,ITA,40,44,2356,2005
14317,ITA,45,49,2082,2005
14318,ITA,50,54,1942,2005
14319,ITA,55,59,1979,2005
14320,ITA,60,64,1690,2005
14321,ITA,65,69,1756,2005
14322,ITA,70,74,1567,2005
14323,ITA,75,79,1391,2005
14324,ITA,80,84,1103,2005
14328,ITA,80,NA,NA,2005
14325,ITA,85,89,479,2005
14326,ITA,90,94,289,2005
14327,ITA,95,99,65,2005
14329,ITA,15,19,1401,2010
14330,ITA,20,24,1472,2010
14331,ITA,25,29,1628,2010
14332,ITA,30,34,1942,2010
14333,ITA,35,39,2315,2010
14334,ITA,40,44,2435,2010
14335,ITA,45,49,2387,2010
14336,ITA,50,54,2108,2010
14337,ITA,55,59,1954,2010
14338,ITA,60,64,1967,2010
14339,ITA,65,69,1655,2010
14340,ITA,70,74,1676,2010
14341,ITA,75,79,1432,2010
14342,ITA,80,84,1162,2010
14346,ITA,80,NA,NA,2010
14343,ITA,85,89,769,2010
14344,ITA,90,94,244,2010
14345,ITA,95,99,89,2010
14347,ITA,15,19,1357,2015
14348,ITA,20,24,1418,2015
14349,ITA,25,29,1497,2015
14350,ITA,30,34,1649,2015
14351,ITA,35,39,1955,2015
14352,ITA,40,44,2321,2015
14353,ITA,45,49,2434,2015
14354,ITA,50,54,2377,2015
14355,ITA,55,59,2087,2015
14356,ITA,60,64,1920,2015
14357,ITA,65,69,1911,2015
14358,ITA,70,74,1579,2015
14359,ITA,75,79,1541,2015
14360,ITA,80,84,1212,2015
14364,ITA,80,NA,NA,2015
14361,ITA,85,89,828,2015
14362,ITA,90,94,400,2015
14363,ITA,95,99,78,2015
16957,JAM,15,19,130,1990
16958,JAM,20,24,121,1990
16959,JAM,25,29,106,1990
16960,JAM,30,34,87,1990
16961,JAM,35,39,66,1990
16962,JAM,40,44,53,1990
16963,JAM,45,49,44,1990
16964,JAM,50,54,38,1990
16965,JAM,55,59,35,1990
16966,JAM,60,64,33,1990
16967,JAM,65,69,29,1990
16968,JAM,70,74,25,1990
16969,JAM,75,79,20,1990
16970,JAM,80,84,15,1990
16974,JAM,80,NA,NA,1990
16971,JAM,85,89,6,1990
16972,JAM,90,94,4,1990
16973,JAM,95,99,0,1990
16975,JAM,15,19,124,1995
16976,JAM,20,24,121,1995
16977,JAM,25,29,111,1995
16978,JAM,30,34,100,1995
16979,JAM,35,39,82,1995
16980,JAM,40,44,62,1995
16981,JAM,45,49,50,1995
16982,JAM,50,54,42,1995
16983,JAM,55,59,36,1995
16984,JAM,60,64,32,1995
16985,JAM,65,69,29,1995
16986,JAM,70,74,25,1995
16987,JAM,75,79,20,1995
16988,JAM,80,84,16,1995
16992,JAM,80,NA,NA,1995
16989,JAM,85,89,9,1995
16990,JAM,90,94,3,1995
16991,JAM,95,99,1,1995
16993,JAM,15,19,128,2000
16994,JAM,20,24,113,2000
16995,JAM,25,29,111,2000
16996,JAM,30,34,105,2000
16997,JAM,35,39,95,2000
16998,JAM,40,44,76,2000
16999,JAM,45,49,56,2000
17000,JAM,50,54,47,2000
17001,JAM,55,59,40,2000
17002,JAM,60,64,35,2000
17003,JAM,65,69,33,2000
17004,JAM,70,74,28,2000
17005,JAM,75,79,21,2000
17006,JAM,80,84,16,2000
17010,JAM,80,NA,NA,2000
17007,JAM,85,89,9,2000
17008,JAM,90,94,4,2000
17009,JAM,95,99,1,2000
17011,JAM,15,19,128,2005
17012,JAM,20,24,117,2005
17013,JAM,25,29,104,2005
17014,JAM,30,34,100,2005
17015,JAM,35,39,102,2005
17016,JAM,40,44,92,2005
17017,JAM,45,49,76,2005
17018,JAM,50,54,61,2005
17019,JAM,55,59,44,2005
17020,JAM,60,64,38,2005
17021,JAM,65,69,33,2005
17022,JAM,70,74,30,2005
17023,JAM,75,79,24,2005
17024,JAM,80,84,16,2005
17028,JAM,80,NA,NA,2005
17025,JAM,85,89,10,2005
17026,JAM,90,94,5,2005
17027,JAM,95,99,1,2005
17029,JAM,15,19,136,2010
17030,JAM,20,24,124,2010
17031,JAM,25,29,115,2010
17032,JAM,30,34,100,2010
17033,JAM,35,39,98,2010
17034,JAM,40,44,94,2010
17035,JAM,45,49,81,2010
17036,JAM,50,54,73,2010
17037,JAM,55,59,53,2010
17038,JAM,60,64,44,2010
17039,JAM,65,69,36,2010
17040,JAM,70,74,30,2010
17041,JAM,75,79,26,2010
17042,JAM,80,84,19,2010
17046,JAM,80,NA,NA,2010
17043,JAM,85,89,10,2010
17044,JAM,90,94,5,2010
17045,JAM,95,99,2,2010
17047,JAM,15,19,135,2015
17048,JAM,20,24,133,2015
17049,JAM,25,29,122,2015
17050,JAM,30,34,111,2015
17051,JAM,35,39,98,2015
17052,JAM,40,44,90,2015
17053,JAM,45,49,83,2015
17054,JAM,50,54,77,2015
17055,JAM,55,59,69,2015
17056,JAM,60,64,52,2015
17057,JAM,65,69,42,2015
17058,JAM,70,74,33,2015
17059,JAM,75,79,27,2015
17060,JAM,80,84,21,2015
17064,JAM,80,NA,NA,2015
17061,JAM,85,89,13,2015
17062,JAM,90,94,5,2015
17063,JAM,95,99,2,2015
10477,JOR,15,19,199,1990
10478,JOR,20,24,155,1990
10479,JOR,25,29,121,1990
10480,JOR,30,34,89,1990
10481,JOR,35,39,68,1990
10482,JOR,40,44,58,1990
10483,JOR,45,49,52,1990
10484,JOR,50,54,45,1990
10485,JOR,55,59,36,1990
10486,JOR,60,64,28,1990
10487,JOR,65,69,22,1990
10488,JOR,70,74,15,1990
10489,JOR,75,79,11,1990
10490,JOR,80,84,7,1990
10494,JOR,80,NA,NA,1990
10491,JOR,85,89,2,1990
10492,JOR,90,94,0,1990
10493,JOR,95,99,0,1990
10495,JOR,15,19,247,1995
10496,JOR,20,24,228,1995
10497,JOR,25,29,190,1995
10498,JOR,30,34,149,1995
10499,JOR,35,39,106,1995
10500,JOR,40,44,77,1995
10501,JOR,45,49,66,1995
10502,JOR,50,54,60,1995
10503,JOR,55,59,49,1995
10504,JOR,60,64,38,1995
10505,JOR,65,69,28,1995
10506,JOR,70,74,19,1995
10507,JOR,75,79,11,1995
10508,JOR,80,84,7,1995
10512,JOR,80,NA,NA,1995
10509,JOR,85,89,3,1995
10510,JOR,90,94,1,1995
10511,JOR,95,99,0,1995
10513,JOR,15,19,279,2000
10514,JOR,20,24,242,2000
10515,JOR,25,29,218,2000
10516,JOR,30,34,181,2000
10517,JOR,35,39,142,2000
10518,JOR,40,44,100,2000
10519,JOR,45,49,73,2000
10520,JOR,50,54,64,2000
10521,JOR,55,59,57,2000
10522,JOR,60,64,45,2000
10523,JOR,65,69,33,2000
10524,JOR,70,74,22,2000
10525,JOR,75,79,14,2000
10526,JOR,80,84,7,2000
10530,JOR,80,NA,NA,2000
10527,JOR,85,89,3,2000
10528,JOR,90,94,1,2000
10529,JOR,95,99,0,2000
10531,JOR,15,19,294,2005
10532,JOR,20,24,278,2005
10533,JOR,25,29,239,2005
10534,JOR,30,34,212,2005
10535,JOR,35,39,175,2005
10536,JOR,40,44,138,2005
10537,JOR,45,49,97,2005
10538,JOR,50,54,70,2005
10539,JOR,55,59,61,2005
10540,JOR,60,64,54,2005
10541,JOR,65,69,40,2005
10542,JOR,70,74,27,2005
10543,JOR,75,79,16,2005
10544,JOR,80,84,8,2005
10548,JOR,80,NA,NA,2005
10545,JOR,85,89,3,2005
10546,JOR,90,94,1,2005
10547,JOR,95,99,0,2005
10549,JOR,15,19,357,2010
10550,JOR,20,24,328,2010
10551,JOR,25,29,308,2010
10552,JOR,30,34,264,2010
10553,JOR,35,39,233,2010
10554,JOR,40,44,191,2010
10555,JOR,45,49,148,2010
10556,JOR,50,54,106,2010
10557,JOR,55,59,77,2010
10558,JOR,60,64,64,2010
10559,JOR,65,69,55,2010
10560,JOR,70,74,39,2010
10561,JOR,75,79,24,2010
10562,JOR,80,84,12,2010
10566,JOR,80,NA,NA,2010
10563,JOR,85,89,5,2010
10564,JOR,90,94,1,2010
10565,JOR,95,99,0,2010
10567,JOR,15,19,456,2015
10568,JOR,20,24,414,2015
10569,JOR,25,29,377,2015
10570,JOR,30,34,345,2015
10571,JOR,35,39,293,2015
10572,JOR,40,44,257,2015
10573,JOR,45,49,210,2015
10574,JOR,50,54,163,2015
10575,JOR,55,59,115,2015
10576,JOR,60,64,81,2015
10577,JOR,65,69,67,2015
10578,JOR,70,74,53,2015
10579,JOR,75,79,34,2015
10580,JOR,80,84,18,2015
10584,JOR,80,NA,NA,2015
10581,JOR,85,89,7,2015
10582,JOR,90,94,2,2015
10583,JOR,95,99,0,2015
6697,JPN,15,19,4923,1990
6698,JPN,20,24,4331,1990
6699,JPN,25,29,3980,1990
6700,JPN,30,34,3915,1990
6701,JPN,35,39,4540,1990
6702,JPN,40,44,5295,1990
6703,JPN,45,49,4556,1990
6704,JPN,50,54,4113,1990
6705,JPN,55,59,3941,1990
6706,JPN,60,64,3539,1990
6707,JPN,65,69,2915,1990
6708,JPN,70,74,2264,1990
6709,JPN,75,79,1807,1990
6710,JPN,80,84,1120,1990
6714,JPN,80,NA,NA,1990
6711,JPN,85,89,528,1990
6712,JPN,90,94,158,1990
6713,JPN,95,99,25,1990
6715,JPN,15,19,4208,1995
6716,JPN,20,24,4941,1995
6717,JPN,25,29,4324,1995
6718,JPN,30,34,3972,1995
6719,JPN,35,39,3904,1995
6720,JPN,40,44,4521,1995
6721,JPN,45,49,5260,1995
6722,JPN,50,54,4501,1995
6723,JPN,55,59,4045,1995
6724,JPN,60,64,3847,1995
6725,JPN,65,69,3412,1995
6726,JPN,70,74,2742,1995
6727,JPN,75,79,2023,1995
6728,JPN,80,84,1455,1995
6732,JPN,80,NA,NA,1995
6729,JPN,85,89,735,1995
6730,JPN,90,94,247,1995
6731,JPN,95,99,44,1995
6733,JPN,15,19,3709,2000
6734,JPN,20,24,4135,2000
6735,JPN,25,29,4933,2000
6736,JPN,30,34,4316,2000
6737,JPN,35,39,3962,2000
6738,JPN,40,44,3889,2000
6739,JPN,45,49,4493,2000
6740,JPN,50,54,5220,2000
6741,JPN,55,59,4446,2000
6742,JPN,60,64,3968,2000
6743,JPN,65,69,3729,2000
6744,JPN,70,74,3238,2000
6745,JPN,75,79,2496,2000
6746,JPN,80,84,1690,2000
6750,JPN,80,NA,NA,2000
6747,JPN,85,89,1028,2000
6748,JPN,90,94,386,2000
6749,JPN,95,99,82,2000
6751,JPN,15,19,3292,2005
6752,JPN,20,24,3704,2005
6753,JPN,25,29,4129,2005
6754,JPN,30,34,4925,2005
6755,JPN,35,39,4305,2005
6756,JPN,40,44,3947,2005
6757,JPN,45,49,3868,2005
6758,JPN,50,54,4483,2005
6759,JPN,55,59,5171,2005
6760,JPN,60,64,4379,2005
6761,JPN,65,69,3868,2005
6762,JPN,70,74,3567,2005
6763,JPN,75,79,2994,2005
6764,JPN,80,84,2151,2005
6768,JPN,80,NA,NA,2005
6765,JPN,85,89,1266,2005
6766,JPN,90,94,596,2005
6767,JPN,95,99,148,2005
6769,JPN,15,19,2981,2010
6770,JPN,20,24,3288,2010
6771,JPN,25,29,3699,2010
6772,JPN,30,34,4133,2010
6773,JPN,35,39,4933,2010
6774,JPN,40,44,4323,2010
6775,JPN,45,49,3970,2010
6776,JPN,50,54,3847,2010
6777,JPN,55,59,4437,2010
6778,JPN,60,64,5089,2010
6779,JPN,65,69,4274,2010
6780,JPN,70,74,3717,2010
6781,JPN,75,79,3322,2010
6782,JPN,80,84,2621,2010
6786,JPN,80,NA,NA,2010
6783,JPN,85,89,1652,2010
6784,JPN,90,94,762,2010
6785,JPN,95,99,238,2010
6787,JPN,15,19,2911,2015
6788,JPN,20,24,2991,2015
6789,JPN,25,29,3295,2015
6790,JPN,30,34,3716,2015
6791,JPN,35,39,4163,2015
6792,JPN,40,44,4928,2015
6793,JPN,45,49,4313,2015
6794,JPN,50,54,3951,2015
6795,JPN,55,59,3811,2015
6796,JPN,60,64,4370,2015
6797,JPN,65,69,4971,2015
6798,JPN,70,74,4120,2015
6799,JPN,75,79,3486,2015
6800,JPN,80,84,2934,2015
6804,JPN,80,NA,NA,2015
6801,JPN,85,89,2040,2015
6802,JPN,90,94,1004,2015
6803,JPN,95,99,305,2015
7021,KAZ,15,19,695,1990
7022,KAZ,20,24,653,1990
7023,KAZ,25,29,733,1990
7024,KAZ,30,34,707,1990
7025,KAZ,35,39,593,1990
7026,KAZ,40,44,448,1990
7027,KAZ,45,49,305,1990
7028,KAZ,50,54,484,1990
7029,KAZ,55,59,296,1990
7030,KAZ,60,64,364,1990
7031,KAZ,65,69,240,1990
7032,KAZ,70,74,152,1990
7033,KAZ,75,79,148,1990
7034,KAZ,80,84,76,1990
7038,KAZ,80,NA,NA,1990
7035,KAZ,85,89,44,1990
7036,KAZ,90,94,16,1990
7037,KAZ,95,99,4,1990
7039,KAZ,15,19,705,1995
7040,KAZ,20,24,645,1995
7041,KAZ,25,29,598,1995
7042,KAZ,30,34,662,1995
7043,KAZ,35,39,636,1995
7044,KAZ,40,44,548,1995
7045,KAZ,45,49,403,1995
7046,KAZ,50,54,272,1995
7047,KAZ,55,59,438,1995
7048,KAZ,60,64,252,1995
7049,KAZ,65,69,309,1995
7050,KAZ,70,74,192,1995
7051,KAZ,75,79,109,1995
7052,KAZ,80,84,98,1995
7056,KAZ,80,NA,NA,1995
7053,KAZ,85,89,41,1995
7054,KAZ,90,94,17,1995
7055,KAZ,95,99,4,1995
7057,KAZ,15,19,695,2000
7058,KAZ,20,24,633,2000
7059,KAZ,25,29,600,2000
7060,KAZ,30,34,554,2000
7061,KAZ,35,39,596,2000
7062,KAZ,40,44,563,2000
7063,KAZ,45,49,498,2000
7064,KAZ,50,54,352,2000
7065,KAZ,55,59,238,2000
7066,KAZ,60,64,376,2000
7067,KAZ,65,69,200,2000
7068,KAZ,70,74,231,2000
7069,KAZ,75,79,126,2000
7070,KAZ,80,84,56,2000
7074,KAZ,80,NA,NA,2000
7071,KAZ,85,89,48,2000
7072,KAZ,90,94,14,2000
7073,KAZ,95,99,4,2000
7075,KAZ,15,19,803,2005
7076,KAZ,20,24,705,2005
7077,KAZ,25,29,630,2005
7078,KAZ,30,34,594,2005
7079,KAZ,35,39,562,2005
7080,KAZ,40,44,581,2005
7081,KAZ,45,49,544,2005
7082,KAZ,50,54,451,2005
7083,KAZ,55,59,332,2005
7084,KAZ,60,64,220,2005
7085,KAZ,65,69,308,2005
7086,KAZ,70,74,175,2005
7087,KAZ,75,79,161,2005
7088,KAZ,80,84,80,2005
7092,KAZ,80,NA,NA,2005
7089,KAZ,85,89,28,2005
7090,KAZ,90,94,17,2005
7091,KAZ,95,99,3,2005
7093,KAZ,15,19,740,2010
7094,KAZ,20,24,841,2010
7095,KAZ,25,29,697,2010
7096,KAZ,30,34,621,2010
7097,KAZ,35,39,589,2010
7098,KAZ,40,44,552,2010
7099,KAZ,45,49,591,2010
7100,KAZ,50,54,503,2010
7101,KAZ,55,59,411,2010
