,iso3,loage,hiage,women,year
14019,BIH,85,89,18,2010
14020,BIH,90,94,4,2010
14021,BIH,95,99,1,2010
14023,BIH,15,19,113,2015
14024,BIH,20,24,115,2015
14025,BIH,25,29,120,2015
14026,BIH,30,34,120,2015
14027,BIH,35,39,120,2015
14028,BIH,40,44,124,2015
14029,BIH,45,49,122,2015
14030,BIH,50,54,139,2015
14031,BIH,55,59,129,2015
14032,BIH,60,64,124,2015
14033,BIH,65,69,99,2015
14034,BIH,70,74,65,2015
14035,BIH,75,79,80,2015
14036,BIH,80,84,50,2015
14040,BIH,80,NA,NA,2015
14037,BIH,85,89,24,2015
14038,BIH,90,94,8,2015
14039,BIH,95,99,1,2015
11665,BLR,15,19,362,1990
11666,BLR,20,24,344,1990
11667,BLR,25,29,408,1990
11668,BLR,30,34,428,1990
11669,BLR,35,39,373,1990
11670,BLR,40,44,313,1990
11671,BLR,45,49,242,1990
11672,BLR,50,54,361,1990
11673,BLR,55,59,330,1990
11674,BLR,60,64,355,1990
11675,BLR,65,69,271,1990
11676,BLR,70,74,150,1990
11677,BLR,75,79,164,1990
11678,BLR,80,84,101,1990
11682,BLR,80,NA,NA,1990
11679,BLR,85,89,55,1990
11680,BLR,90,94,17,1990
11681,BLR,95,99,4,1990
11683,BLR,15,19,366,1995
11684,BLR,20,24,352,1995
11685,BLR,25,29,339,1995
11686,BLR,30,34,407,1995
11687,BLR,35,39,425,1995
11688,BLR,40,44,368,1995
11689,BLR,45,49,306,1995
11690,BLR,50,54,235,1995
11691,BLR,55,59,345,1995
11692,BLR,60,64,311,1995
11693,BLR,65,69,324,1995
11694,BLR,70,74,234,1995
11695,BLR,75,79,116,1995
11696,BLR,80,84,104,1995
11700,BLR,80,NA,NA,1995
11697,BLR,85,89,52,1995
11698,BLR,90,94,21,1995
11699,BLR,95,99,4,1995
11701,BLR,15,19,390,2000
11702,BLR,20,24,353,2000
11703,BLR,25,29,346,2000
11704,BLR,30,34,343,2000
11705,BLR,35,39,403,2000
11706,BLR,40,44,422,2000
11707,BLR,45,49,362,2000
11708,BLR,50,54,300,2000
11709,BLR,55,59,227,2000
11710,BLR,60,64,332,2000
11711,BLR,65,69,284,2000
11712,BLR,70,74,282,2000
11713,BLR,75,79,183,2000
11714,BLR,80,84,81,2000
11718,BLR,80,NA,NA,2000
11715,BLR,85,89,47,2000
11716,BLR,90,94,16,2000
11717,BLR,95,99,4,2000
11719,BLR,15,19,374,2005
11720,BLR,20,24,375,2005
11721,BLR,25,29,346,2005
11722,BLR,30,34,342,2005
11723,BLR,35,39,340,2005
11724,BLR,40,44,399,2005
11725,BLR,45,49,414,2005
11726,BLR,50,54,355,2005
11727,BLR,55,59,290,2005
11728,BLR,60,64,214,2005
11729,BLR,65,69,304,2005
11730,BLR,70,74,246,2005
11731,BLR,75,79,222,2005
11732,BLR,80,84,123,2005
11736,BLR,80,NA,NA,2005
11733,BLR,85,89,38,2005
11734,BLR,90,94,15,2005
11735,BLR,95,99,3,2005
11737,BLR,15,19,293,2010
11738,BLR,20,24,377,2010
11739,BLR,25,29,370,2010
11740,BLR,30,34,343,2010
11741,BLR,35,39,340,2010
11742,BLR,40,44,337,2010
11743,BLR,45,49,393,2010
11744,BLR,50,54,406,2010
11745,BLR,55,59,346,2010
11746,BLR,60,64,277,2010
11747,BLR,65,69,199,2010
11748,BLR,70,74,270,2010
11749,BLR,75,79,198,2010
11750,BLR,80,84,156,2010
11754,BLR,80,NA,NA,2010
11751,BLR,85,89,62,2010
11752,BLR,90,94,13,2010
11753,BLR,95,99,3,2010
11755,BLR,15,19,224,2015
11756,BLR,20,24,298,2015
11757,BLR,25,29,375,2015
11758,BLR,30,34,372,2015
11759,BLR,35,39,342,2015
11760,BLR,40,44,338,2015
11761,BLR,45,49,336,2015
11762,BLR,50,54,390,2015
11763,BLR,55,59,398,2015
11764,BLR,60,64,334,2015
11765,BLR,65,69,262,2015
11766,BLR,70,74,181,2015
11767,BLR,75,79,224,2015
11768,BLR,80,84,141,2015
11772,BLR,80,NA,NA,2015
11769,BLR,85,89,87,2015
11770,BLR,90,94,24,2015
11771,BLR,95,99,3,2015
17713,BLZ,15,19,10,1990
17714,BLZ,20,24,9,1990
17715,BLZ,25,29,8,1990
17716,BLZ,30,34,5,1990
17717,BLZ,35,39,4,1990
17718,BLZ,40,44,3,1990
17719,BLZ,45,49,2,1990
17720,BLZ,50,54,2,1990
17721,BLZ,55,59,2,1990
17722,BLZ,60,64,2,1990
17723,BLZ,65,69,1,1990
17724,BLZ,70,74,1,1990
17725,BLZ,75,79,1,1990
17726,BLZ,80,84,1,1990
17730,BLZ,80,NA,NA,1990
17727,BLZ,85,89,0,1990
17728,BLZ,90,94,0,1990
17729,BLZ,95,99,0,1990
17731,BLZ,15,19,11,1995
17732,BLZ,20,24,9,1995
17733,BLZ,25,29,7,1995
17734,BLZ,30,34,8,1995
17735,BLZ,35,39,5,1995
17736,BLZ,40,44,4,1995
17737,BLZ,45,49,3,1995
17738,BLZ,50,54,2,1995
17739,BLZ,55,59,2,1995
17740,BLZ,60,64,2,1995
17741,BLZ,65,69,2,1995
17742,BLZ,70,74,1,1995
17743,BLZ,75,79,1,1995
17744,BLZ,80,84,1,1995
17748,BLZ,80,NA,NA,1995
17745,BLZ,85,89,0,1995
17746,BLZ,90,94,0,1995
17747,BLZ,95,99,0,1995
17749,BLZ,15,19,14,2000
17750,BLZ,20,24,11,2000
17751,BLZ,25,29,11,2000
17752,BLZ,30,34,9,2000
17753,BLZ,35,39,7,2000
17754,BLZ,40,44,5,2000
17755,BLZ,45,49,4,2000
17756,BLZ,50,54,3,2000
17757,BLZ,55,59,2,2000
17758,BLZ,60,64,2,2000
17759,BLZ,65,69,2,2000
17760,BLZ,70,74,1,2000
17761,BLZ,75,79,1,2000
17762,BLZ,80,84,1,2000
17766,BLZ,80,NA,NA,2000
17763,BLZ,85,89,0,2000
17764,BLZ,90,94,0,2000
17765,BLZ,95,99,0,2000
17767,BLZ,15,19,15,2005
17768,BLZ,20,24,14,2005
17769,BLZ,25,29,12,2005
17770,BLZ,30,34,11,2005
17771,BLZ,35,39,10,2005
17772,BLZ,40,44,7,2005
17773,BLZ,45,49,5,2005
17774,BLZ,50,54,4,2005
17775,BLZ,55,59,3,2005
17776,BLZ,60,64,2,2005
17777,BLZ,65,69,2,2005
17778,BLZ,70,74,1,2005
17779,BLZ,75,79,1,2005
17780,BLZ,80,84,0,2005
17784,BLZ,80,NA,NA,2005
17781,BLZ,85,89,0,2005
17782,BLZ,90,94,0,2005
17783,BLZ,95,99,0,2005
17785,BLZ,15,19,17,2010
17786,BLZ,20,24,16,2010
17787,BLZ,25,29,14,2010
17788,BLZ,30,34,12,2010
17789,BLZ,35,39,11,2010
17790,BLZ,40,44,9,2010
17791,BLZ,45,49,7,2010
17792,BLZ,50,54,6,2010
17793,BLZ,55,59,4,2010
17794,BLZ,60,64,3,2010
17795,BLZ,65,69,2,2010
17796,BLZ,70,74,2,2010
17797,BLZ,75,79,1,2010
17798,BLZ,80,84,1,2010
17802,BLZ,80,NA,NA,2010
17799,BLZ,85,89,0,2010
17800,BLZ,90,94,0,2010
17801,BLZ,95,99,0,2010
17803,BLZ,15,19,19,2015
17804,BLZ,20,24,18,2015
17805,BLZ,25,29,16,2015
17806,BLZ,30,34,14,2015
17807,BLZ,35,39,12,2015
17808,BLZ,40,44,11,2015
17809,BLZ,45,49,9,2015
17810,BLZ,50,54,7,2015
17811,BLZ,55,59,5,2015
17812,BLZ,60,64,4,2015
17813,BLZ,65,69,3,2015
17814,BLZ,70,74,2,2015
17815,BLZ,75,79,1,2015
17816,BLZ,80,84,1,2015
17820,BLZ,80,NA,NA,2015
17817,BLZ,85,89,0,2015
17818,BLZ,90,94,0,2015
17819,BLZ,95,99,0,2015
18685,BOL,15,19,357,1990
18686,BOL,20,24,301,1990
18687,BOL,25,29,253,1990
18688,BOL,30,34,217,1990
18689,BOL,35,39,189,1990
18690,BOL,40,44,144,1990
18691,BOL,45,49,125,1990
18692,BOL,50,54,99,1990
18693,BOL,55,59,89,1990
18694,BOL,60,64,81,1990
18695,BOL,65,69,65,1990
18696,BOL,70,74,48,1990
18697,BOL,75,79,31,1990
18698,BOL,80,84,15,1990
18702,BOL,80,NA,NA,1990
18699,BOL,85,89,4,1990
18700,BOL,90,94,0,1990
18701,BOL,95,99,0,1990
18703,BOL,15,19,404,1995
18704,BOL,20,24,340,1995
18705,BOL,25,29,284,1995
18706,BOL,30,34,239,1995
18707,BOL,35,39,206,1995
18708,BOL,40,44,180,1995
18709,BOL,45,49,136,1995
18710,BOL,50,54,119,1995
18711,BOL,55,59,95,1995
18712,BOL,60,64,85,1995
18713,BOL,65,69,75,1995
18714,BOL,70,74,56,1995
18715,BOL,75,79,37,1995
18716,BOL,80,84,20,1995
18720,BOL,80,NA,NA,1995
18717,BOL,85,89,6,1995
18718,BOL,90,94,1,1995
18719,BOL,95,99,0,1995
18721,BOL,15,19,443,2000
18722,BOL,20,24,388,2000
18723,BOL,25,29,324,2000
18724,BOL,30,34,271,2000
18725,BOL,35,39,229,2000
18726,BOL,40,44,197,2000
18727,BOL,45,49,171,2000
18728,BOL,50,54,129,2000
18729,BOL,55,59,114,2000
18730,BOL,60,64,91,2000
18731,BOL,65,69,79,2000
18732,BOL,70,74,66,2000
18733,BOL,75,79,44,2000
18734,BOL,80,84,25,2000
18738,BOL,80,NA,NA,2000
18735,BOL,85,89,9,2000
18736,BOL,90,94,2,2000
18737,BOL,95,99,0,2000
18739,BOL,15,19,470,2005
18740,BOL,20,24,426,2005
18741,BOL,25,29,371,2005
18742,BOL,30,34,310,2005
18743,BOL,35,39,260,2005
18744,BOL,40,44,219,2005
18745,BOL,45,49,188,2005
18746,BOL,50,54,164,2005
18747,BOL,55,59,125,2005
18748,BOL,60,64,110,2005
18749,BOL,65,69,86,2005
18750,BOL,70,74,72,2005
18751,BOL,75,79,54,2005
18752,BOL,80,84,32,2005
18756,BOL,80,NA,NA,2005
18753,BOL,85,89,13,2005
18754,BOL,90,94,4,2005
18755,BOL,95,99,1,2005
18757,BOL,15,19,500,2010
18758,BOL,20,24,454,2010
18759,BOL,25,29,411,2010
18760,BOL,30,34,359,2010
18761,BOL,35,39,300,2010
18762,BOL,40,44,251,2010
18763,BOL,45,49,211,2010
18764,BOL,50,54,181,2010
18765,BOL,55,59,158,2010
18766,BOL,60,64,120,2010
18767,BOL,65,69,104,2010
18768,BOL,70,74,79,2010
18769,BOL,75,79,61,2010
18770,BOL,80,84,42,2010
18774,BOL,80,NA,NA,2010
18771,BOL,85,89,20,2010
18772,BOL,90,94,7,2010
18773,BOL,95,99,1,2010
18775,BOL,15,19,533,2015
18776,BOL,20,24,488,2015
18777,BOL,25,29,442,2015
18778,BOL,30,34,400,2015
18779,BOL,35,39,350,2015
18780,BOL,40,44,292,2015
18781,BOL,45,49,243,2015
18782,BOL,50,54,204,2015
18783,BOL,55,59,174,2015
18784,BOL,60,64,152,2015
18785,BOL,65,69,114,2015
18786,BOL,70,74,95,2015
18787,BOL,75,79,68,2015
18788,BOL,80,84,49,2015
18792,BOL,80,NA,NA,2015
18789,BOL,85,89,28,2015
18790,BOL,90,94,11,2015
18791,BOL,95,99,3,2015
18793,BRA,15,19,7452,1990
18794,BRA,20,24,7096,1990
18795,BRA,25,29,6674,1990
18796,BRA,30,34,5718,1990
18797,BRA,35,39,4880,1990
18798,BRA,40,44,3943,1990
18799,BRA,45,49,3123,1990
18800,BRA,50,54,2766,1990
18801,BRA,55,59,2198,1990
18802,BRA,60,64,1885,1990
18803,BRA,65,69,1381,1990
18804,BRA,70,74,967,1990
18805,BRA,75,79,646,1990
18806,BRA,80,84,330,1990
18810,BRA,80,NA,NA,1990
18807,BRA,85,89,113,1990
18808,BRA,90,94,26,1990
18809,BRA,95,99,3,1990
18811,BRA,15,19,8260,1995
18812,BRA,20,24,7423,1995
18813,BRA,25,29,7058,1995
18814,BRA,30,34,6626,1995
18815,BRA,35,39,5661,1995
18816,BRA,40,44,4812,1995
18817,BRA,45,49,3864,1995
18818,BRA,50,54,3032,1995
18819,BRA,55,59,2646,1995
18820,BRA,60,64,2053,1995
18821,BRA,65,69,1696,1995
18822,BRA,70,74,1171,1995
18823,BRA,75,79,743,1995
18824,BRA,80,84,413,1995
18828,BRA,80,NA,NA,1995
18825,BRA,85,89,155,1995
18826,BRA,90,94,34,1995
18827,BRA,95,99,5,1995
18829,BRA,15,19,8945,2000
18830,BRA,20,24,8231,2000
18831,BRA,25,29,7389,2000
18832,BRA,30,34,7014,2000
18833,BRA,35,39,6569,2000
18834,BRA,40,44,5590,2000
18835,BRA,45,49,4724,2000
18836,BRA,50,54,3762,2000
18837,BRA,55,59,2916,2000
18838,BRA,60,64,2496,2000
18839,BRA,65,69,1882,2000
18840,BRA,70,74,1486,2000
18841,BRA,75,79,948,2000
18842,BRA,80,84,516,2000
18846,BRA,80,NA,NA,2000
18843,BRA,85,89,221,2000
18844,BRA,90,94,57,2000
18845,BRA,95,99,8,2000
18847,BRA,15,19,8740,2005
18848,BRA,20,24,8919,2005
18849,BRA,25,29,8200,2005
18850,BRA,30,34,7352,2005
18851,BRA,35,39,6965,2005
18852,BRA,40,44,6500,2005
18853,BRA,45,49,5503,2005
18854,BRA,50,54,4616,2005
18855,BRA,55,59,3636,2005
18856,BRA,60,64,2771,2005
18857,BRA,65,69,2313,2005
18858,BRA,70,74,1677,2005
18859,BRA,75,79,1235,2005
18860,BRA,80,84,694,2005
18864,BRA,80,NA,NA,2005
18861,BRA,85,89,304,2005
18862,BRA,90,94,93,2005
18863,BRA,95,99,15,2005
18865,BRA,15,19,8519,2010
18866,BRA,20,24,8719,2010
18867,BRA,25,29,8890,2010
18868,BRA,30,34,8164,2010
18869,BRA,35,39,7307,2010
18870,BRA,40,44,6901,2010
18871,BRA,45,49,6409,2010
18872,BRA,50,54,5389,2010
18873,BRA,55,59,4474,2010
18874,BRA,60,64,3470,2010
18875,BRA,65,69,2583,2010
18876,BRA,70,74,2078,2010
18877,BRA,75,79,1411,2010
18878,BRA,80,84,930,2010
18882,BRA,80,NA,NA,2010
18879,BRA,85,89,431,2010
18880,BRA,90,94,139,2010
18881,BRA,95,99,27,2010
18883,BRA,15,19,8551,2015
18884,BRA,20,24,8496,2015
18885,BRA,25,29,8692,2015
18886,BRA,30,34,8854,2015
18887,BRA,35,39,8117,2015
18888,BRA,40,44,7246,2015
18889,BRA,45,49,6813,2015
18890,BRA,50,54,6285,2015
18891,BRA,55,59,5238,2015
18892,BRA,60,64,4291,2015
18893,BRA,65,69,3256,2015
18894,BRA,70,74,2337,2015
18895,BRA,75,79,1772,2015
18896,BRA,80,84,1096,2015
18900,BRA,80,NA,NA,2015
18897,BRA,85,89,628,2015
18898,BRA,90,94,239,2015
18899,BRA,95,99,59,2015
16201,BRB,15,19,13,1990
16202,BRB,20,24,12,1990
16203,BRB,25,29,13,1990
16204,BRB,30,34,12,1990
16205,BRB,35,39,10,1990
16206,BRB,40,44,8,1990
16207,BRB,45,49,6,1990
16208,BRB,50,54,5,1990
16209,BRB,55,59,5,1990
16210,BRB,60,64,5,1990
16211,BRB,65,69,4,1990
16212,BRB,70,74,4,1990
16213,BRB,75,79,4,1990
16214,BRB,80,84,2,1990
16218,BRB,80,NA,NA,1990
16215,BRB,85,89,1,1990
16216,BRB,90,94,0,1990
16217,BRB,95,99,0,1990
16219,BRB,15,19,10,1995
16220,BRB,20,24,12,1995
16221,BRB,25,29,12,1995
16222,BRB,30,34,12,1995
16223,BRB,35,39,12,1995
16224,BRB,40,44,10,1995
16225,BRB,45,49,8,1995
16226,BRB,50,54,6,1995
16227,BRB,55,59,5,1995
16228,BRB,60,64,5,1995
16229,BRB,65,69,5,1995
16230,BRB,70,74,4,1995
16231,BRB,75,79,4,1995
16232,BRB,80,84,3,1995
16236,BRB,80,NA,NA,1995
16233,BRB,85,89,1,1995
16234,BRB,90,94,0,1995
16235,BRB,95,99,0,1995
16237,BRB,15,19,10,2000
16238,BRB,20,24,10,2000
16239,BRB,25,29,11,2000
16240,BRB,30,34,11,2000
16241,BRB,35,39,12,2000
16242,BRB,40,44,11,2000
16243,BRB,45,49,9,2000
16244,BRB,50,54,8,2000
16245,BRB,55,59,6,2000
16246,BRB,60,64,5,2000
16247,BRB,65,69,5,2000
16248,BRB,70,74,5,2000
16249,BRB,75,79,4,2000
16250,BRB,80,84,3,2000
16254,BRB,80,NA,NA,2000
16251,BRB,85,89,2,2000
16252,BRB,90,94,0,2000
16253,BRB,95,99,0,2000
16255,BRB,15,19,10,2005
16256,BRB,20,24,10,2005
16257,BRB,25,29,10,2005
16258,BRB,30,34,11,2005
16259,BRB,35,39,11,2005
16260,BRB,40,44,12,2005
16261,BRB,45,49,11,2005
16262,BRB,50,54,9,2005
16263,BRB,55,59,7,2005
16264,BRB,60,64,6,2005
16265,BRB,65,69,5,2005
16266,BRB,70,74,5,2005
16267,BRB,75,79,4,2005
16268,BRB,80,84,3,2005
16272,BRB,80,NA,NA,2005
16269,BRB,85,89,2,2005
16270,BRB,90,94,1,2005
16271,BRB,95,99,0,2005
16273,BRB,15,19,10,2010
16274,BRB,20,24,9,2010
16275,BRB,25,29,10,2010
16276,BRB,30,34,10,2010
16277,BRB,35,39,11,2010
16278,BRB,40,44,11,2010
16279,BRB,45,49,11,2010
16280,BRB,50,54,11,2010
16281,BRB,55,59,9,2010
16282,BRB,60,64,7,2010
16283,BRB,65,69,6,2010
16284,BRB,70,74,5,2010
16285,BRB,75,79,4,2010
16286,BRB,80,84,3,2010
16290,BRB,80,NA,NA,2010
16287,BRB,85,89,2,2010
16288,BRB,90,94,1,2010
16289,BRB,95,99,0,2010
16291,BRB,15,19,9,2015
16292,BRB,20,24,9,2015
16293,BRB,25,29,9,2015
16294,BRB,30,34,10,2015
16295,BRB,35,39,10,2015
16296,BRB,40,44,11,2015
16297,BRB,45,49,10,2015
16298,BRB,50,54,11,2015
16299,BRB,55,59,10,2015
16300,BRB,60,64,9,2015
16301,BRB,65,69,7,2015
16302,BRB,70,74,5,2015
16303,BRB,75,79,4,2015
16304,BRB,80,84,4,2015
16308,BRB,80,NA,NA,2015
16305,BRB,85,89,2,2015
16306,BRB,90,94,1,2015
16307,BRB,95,99,0,2015
8533,BRN,15,19,11,1990
8534,BRN,20,24,13,1990
8535,BRN,25,29,13,1990
8536,BRN,30,34,12,1990
8537,BRN,35,39,9,1990
8538,BRN,40,44,6,1990
8539,BRN,45,49,4,1990
8540,BRN,50,54,3,1990
8541,BRN,55,59,3,1990
8542,BRN,60,64,2,1990
8543,BRN,65,69,1,1990
8544,BRN,70,74,1,1990
8545,BRN,75,79,1,1990
8546,BRN,80,84,0,1990
8550,BRN,80,NA,NA,1990
8547,BRN,85,89,0,1990
8548,BRN,90,94,0,1990
8549,BRN,95,99,0,1990
8551,BRN,15,19,13,1995
8552,BRN,20,24,14,1995
8553,BRN,25,29,17,1995
8554,BRN,30,34,13,1995
8555,BRN,35,39,11,1995
8556,BRN,40,44,9,1995
8557,BRN,45,49,5,1995
8558,BRN,50,54,3,1995
8559,BRN,55,59,2,1995
8560,BRN,60,64,2,1995
8561,BRN,65,69,1,1995
8562,BRN,70,74,1,1995
8563,BRN,75,79,1,1995
8564,BRN,80,84,0,1995
8568,BRN,80,NA,NA,1995
8565,BRN,85,89,0,1995
8566,BRN,90,94,0,1995
8567,BRN,95,99,0,1995
8569,BRN,15,19,14,2000
8570,BRN,20,24,17,2000
8571,BRN,25,29,18,2000
8572,BRN,30,34,17,2000
8573,BRN,35,39,14,2000
8574,BRN,40,44,11,2000
8575,BRN,45,49,8,2000
8576,BRN,50,54,5,2000
8577,BRN,55,59,3,2000
8578,BRN,60,64,3,2000
8579,BRN,65,69,2,2000
8580,BRN,70,74,1,2000
8581,BRN,75,79,1,2000
8582,BRN,80,84,0,2000
8586,BRN,80,NA,NA,2000
8583,BRN,85,89,0,2000
8584,BRN,90,94,0,2000
8585,BRN,95,99,0,2000
8587,BRN,15,19,16,2005
8588,BRN,20,24,18,2005
8589,BRN,25,29,18,2005
8590,BRN,30,34,18,2005
8591,BRN,35,39,15,2005
8592,BRN,40,44,13,2005
8593,BRN,45,49,10,2005
8594,BRN,50,54,7,2005
8595,BRN,55,59,5,2005
8596,BRN,60,64,3,2005
8597,BRN,65,69,2,2005
8598,BRN,70,74,1,2005
8599,BRN,75,79,1,2005
8600,BRN,80,84,1,2005
8604,BRN,80,NA,NA,2005
8601,BRN,85,89,0,2005
8602,BRN,90,94,0,2005
8603,BRN,95,99,0,2005
8605,BRN,15,19,17,2010
8606,BRN,20,24,18,2010
8607,BRN,25,29,18,2010
8608,BRN,30,34,17,2010
8609,BRN,35,39,16,2010
8610,BRN,40,44,14,2010
8611,BRN,45,49,11,2010
8612,BRN,50,54,9,2010
8613,BRN,55,59,6,2010
8614,BRN,60,64,4,2010
8615,BRN,65,69,2,2010
8616,BRN,70,74,2,2010
8617,BRN,75,79,1,2010
8618,BRN,80,84,1,2010
8622,BRN,80,NA,NA,2010
8619,BRN,85,89,0,2010
8620,BRN,90,94,0,2010
8621,BRN,95,99,0,2010
8623,BRN,15,19,17,2015
8624,BRN,20,24,17,2015
8625,BRN,25,29,19,2015
8626,BRN,30,34,18,2015
8627,BRN,35,39,17,2015
8628,BRN,40,44,16,2015
8629,BRN,45,49,14,2015
8630,BRN,50,54,11,2015
8631,BRN,55,59,9,2015
8632,BRN,60,64,6,2015
8633,BRN,65,69,4,2015
8634,BRN,70,74,2,2015
8635,BRN,75,79,2,2015
8636,BRN,80,84,1,2015
8640,BRN,80,NA,NA,2015
8637,BRN,85,89,0,2015
8638,BRN,90,94,0,2015
8639,BRN,95,99,0,2015
7777,BTN,15,19,28,1990
7778,BTN,20,24,23,1990
7779,BTN,25,29,19,1990
7780,BTN,30,34,15,1990
7781,BTN,35,39,12,1990
7782,BTN,40,44,12,1990
7783,BTN,45,49,10,1990
7784,BTN,50,54,8,1990
7785,BTN,55,59,6,1990
7786,BTN,60,64,5,1990
7787,BTN,65,69,3,1990
7788,BTN,70,74,2,1990
7789,BTN,75,79,1,1990
7790,BTN,80,84,1,1990
7794,BTN,80,NA,NA,1990
7791,BTN,85,89,0,1990
7792,BTN,90,94,0,1990
7793,BTN,95,99,0,1990
7795,BTN,15,19,27,1995
7796,BTN,20,24,22,1995
7797,BTN,25,29,20,1995
7798,BTN,30,34,15,1995
7799,BTN,35,39,13,1995
7800,BTN,40,44,10,1995
7801,BTN,45,49,8,1995
7802,BTN,50,54,7,1995
7803,BTN,55,59,6,1995
7804,BTN,60,64,5,1995
7805,BTN,65,69,3,1995
7806,BTN,70,74,2,1995
7807,BTN,75,79,1,1995
7808,BTN,80,84,1,1995
7812,BTN,80,NA,NA,1995
7809,BTN,85,89,0,1995
7810,BTN,90,94,0,1995
7811,BTN,95,99,0,1995
7813,BTN,15,19,32,2000
7814,BTN,20,24,27,2000
7815,BTN,25,29,22,2000
7816,BTN,30,34,19,2000
7817,BTN,35,39,14,2000
7818,BTN,40,44,12,2000
7819,BTN,45,49,9,2000
7820,BTN,50,54,7,2000
7821,BTN,55,59,6,2000
7822,BTN,60,64,5,2000
7823,BTN,65,69,4,2000
7824,BTN,70,74,3,2000
7825,BTN,75,79,2,2000
7826,BTN,80,84,1,2000
7830,BTN,80,NA,NA,2000
7827,BTN,85,89,0,2000
7828,BTN,90,94,0,2000
7829,BTN,95,99,0,2000
7831,BTN,15,19,39,2005
7832,BTN,20,24,32,2005
7833,BTN,25,29,27,2005
7834,BTN,30,34,22,2005
7835,BTN,35,39,19,2005
7836,BTN,40,44,14,2005
7837,BTN,45,49,12,2005
7838,BTN,50,54,9,2005
7839,BTN,55,59,7,2005
7840,BTN,60,64,6,2005
7841,BTN,65,69,4,2005
7842,BTN,70,74,3,2005
7843,BTN,75,79,2,2005
7844,BTN,80,84,1,2005
7848,BTN,80,NA,NA,2005
7845,BTN,85,89,0,2005
7846,BTN,90,94,0,2005
7847,BTN,95,99,0,2005
7849,BTN,15,19,39,2010
7850,BTN,20,24,39,2010
7851,BTN,25,29,32,2010
7852,BTN,30,34,27,2010
7853,BTN,35,39,22,2010
7854,BTN,40,44,19,2010
7855,BTN,45,49,14,2010
7856,BTN,50,54,12,2010
7857,BTN,55,59,9,2010
7858,BTN,60,64,7,2010
7859,BTN,65,69,5,2010
7860,BTN,70,74,4,2010
7861,BTN,75,79,3,2010
7862,BTN,80,84,1,2010
7866,BTN,80,NA,NA,2010
7863,BTN,85,89,1,2010
7864,BTN,90,94,0,2010
7865,BTN,95,99,0,2010
7867,BTN,15,19,37,2015
7868,BTN,20,24,39,2015
7869,BTN,25,29,39,2015
7870,BTN,30,34,32,2015
7871,BTN,35,39,26,2015
7872,BTN,40,44,21,2015
7873,BTN,45,49,18,2015
7874,BTN,50,54,14,2015
7875,BTN,55,59,11,2015
7876,BTN,60,64,8,2015
7877,BTN,65,69,6,2015
7878,BTN,70,74,4,2015
7879,BTN,75,79,3,2015
7880,BTN,80,84,2,2015
7884,BTN,80,NA,NA,2015
7881,BTN,85,89,1,2015
7882,BTN,90,94,0,2015
7883,BTN,95,99,0,2015
3889,BWA,15,19,75,1990
3890,BWA,20,24,62,1990
3891,BWA,25,29,53,1990
3892,BWA,30,34,46,1990
3893,BWA,35,39,39,1990
3894,BWA,40,44,27,1990
3895,BWA,45,49,23,1990
3896,BWA,50,54,20,1990
3897,BWA,55,59,16,1990
3898,BWA,60,64,12,1990
3899,BWA,65,69,10,1990
3900,BWA,70,74,6,1990
3901,BWA,75,79,3,1990
3902,BWA,80,84,2,1990
3906,BWA,80,NA,NA,1990
3903,BWA,85,89,1,1990
3904,BWA,90,94,0,1990
3905,BWA,95,99,0,1990
3907,BWA,15,19,92,1995
3908,BWA,20,24,75,1995
3909,BWA,25,29,63,1995
3910,BWA,30,34,53,1995
3911,BWA,35,39,46,1995
3912,BWA,40,44,38,1995
3913,BWA,45,49,26,1995
3914,BWA,50,54,22,1995
3915,BWA,55,59,19,1995
3916,BWA,60,64,15,1995
3917,BWA,65,69,11,1995
3918,BWA,70,74,8,1995
3919,BWA,75,79,4,1995
3920,BWA,80,84,2,1995
3924,BWA,80,NA,NA,1995
3921,BWA,85,89,1,1995
3922,BWA,90,94,0,1995
3923,BWA,95,99,0,1995
3925,BWA,15,19,106,2000
3926,BWA,20,24,91,2000
3927,BWA,25,29,73,2000
3928,BWA,30,34,60,2000
3929,BWA,35,39,51,2000
3930,BWA,40,44,43,2000
3931,BWA,45,49,36,2000
3932,BWA,50,54,24,2000
3933,BWA,55,59,21,2000
3934,BWA,60,64,17,2000
3935,BWA,65,69,13,2000
3936,BWA,70,74,9,2000
3937,BWA,75,79,6,2000
3938,BWA,80,84,3,2000
3942,BWA,80,NA,NA,2000
3939,BWA,85,89,1,2000
3940,BWA,90,94,0,2000
3941,BWA,95,99,0,2000
3943,BWA,15,19,106,2005
3944,BWA,20,24,105,2005
3945,BWA,25,29,87,2005
3946,BWA,30,34,67,2005
3947,BWA,35,39,55,2005
3948,BWA,40,44,46,2005
3949,BWA,45,49,40,2005
3950,BWA,50,54,33,2005
3951,BWA,55,59,22,2005
3952,BWA,60,64,19,2005
3953,BWA,65,69,15,2005
3954,BWA,70,74,11,2005
3955,BWA,75,79,6,2005
3956,BWA,80,84,4,2005
3960,BWA,80,NA,NA,2005
3957,BWA,85,89,1,2005
3958,BWA,90,94,0,2005
3959,BWA,95,99,0,2005
3961,BWA,15,19,107,2010
3962,BWA,20,24,106,2010
3963,BWA,25,29,103,2010
3964,BWA,30,34,83,2010
3965,BWA,35,39,63,2010
3966,BWA,40,44,51,2010
3967,BWA,45,49,44,2010
