"","iso3","loage","hiage","women","year"
"108661","BLZ",30,34,5.447,1990
"108662","BLZ",35,39,4.304,1990
"108663","BLZ",40,44,3.106,1990
"108664","BLZ",45,49,2.34,1990
"108665","BLZ",50,54,2.24,1990
"108666","BLZ",55,59,2.019,1990
"108667","BLZ",60,64,1.746,1990
"108668","BLZ",65,69,1.325,1990
"108669","BLZ",70,74,1.051,1990
"108670","BLZ",75,79,0.784,1990
"108671","BLZ",80,84,0.567,1990
"108672","BLZ",85,89,0.225,1990
"108673","BLZ",90,94,0.102,1990
"108674","BLZ",95,99,0.019,1990
"108675","BLZ",100,104,0.002,1990
"108763","BLZ",15,19,11.004,1995
"108764","BLZ",20,24,8.97,1995
"108765","BLZ",25,29,7.429,1995
"108766","BLZ",30,34,7.675,1995
"108767","BLZ",35,39,5.435,1995
"108768","BLZ",40,44,4.29,1995
"108769","BLZ",45,49,3.188,1995
"108770","BLZ",50,54,2.356,1995
"108771","BLZ",55,59,2.145,1995
"108772","BLZ",60,64,1.754,1995
"108773","BLZ",65,69,1.707,1995
"108774","BLZ",70,74,1.203,1995
"108775","BLZ",75,79,0.796,1995
"108776","BLZ",80,84,0.716,1995
"108777","BLZ",85,89,0.322,1995
"108778","BLZ",90,94,0.094,1995
"108779","BLZ",95,99,0.027,1995
"108780","BLZ",100,104,0.003,1995
"108868","BLZ",15,19,13.514,2000
"108869","BLZ",20,24,11.493,2000
"108870","BLZ",25,29,10.561,2000
"108871","BLZ",30,34,8.679,2000
"108872","BLZ",35,39,7.197,2000
"108873","BLZ",40,44,5.175,2000
"108874","BLZ",45,49,4.054,2000
"108875","BLZ",50,54,2.996,2000
"108876","BLZ",55,59,2.224,2000
"108877","BLZ",60,64,2.033,2000
"108878","BLZ",65,69,1.75,2000
"108879","BLZ",70,74,1.389,2000
"108880","BLZ",75,79,0.874,2000
"108881","BLZ",80,84,0.55,2000
"108882","BLZ",85,89,0.316,2000
"108883","BLZ",90,94,0.092,2000
"108884","BLZ",95,99,0.015,2000
"108885","BLZ",100,104,0.003,2000
"108973","BLZ",15,19,14.857,2005
"108974","BLZ",20,24,13.659,2005
"108975","BLZ",25,29,11.551,2005
"108976","BLZ",30,34,11.364,2005
"108977","BLZ",35,39,9.69,2005
"108978","BLZ",40,44,7.37,2005
"108979","BLZ",45,49,4.76,2005
"108980","BLZ",50,54,3.575,2005
"108981","BLZ",55,59,2.546,2005
"108982","BLZ",60,64,1.985,2005
"108983","BLZ",65,69,1.783,2005
"108984","BLZ",70,74,1.439,2005
"108985","BLZ",75,79,1.04,2005
"108986","BLZ",80,84,0.488,2005
"108987","BLZ",85,89,0.263,2005
"108988","BLZ",90,94,0.101,2005
"108989","BLZ",95,99,0.015,2005
"108990","BLZ",100,104,0.002,2005
"109078","BLZ",15,19,17.228,2010
"109079","BLZ",20,24,15.524,2010
"109080","BLZ",25,29,13.763,2010
"109081","BLZ",30,34,11.663,2010
"109082","BLZ",35,39,10.737,2010
"109083","BLZ",40,44,9.021,2010
"109084","BLZ",45,49,7.451,2010
"109085","BLZ",50,54,5.638,2010
"109086","BLZ",55,59,4.042,2010
"109087","BLZ",60,64,2.852,2010
"109088","BLZ",65,69,2.045,2010
"109089","BLZ",70,74,1.686,2010
"109090","BLZ",75,79,1.318,2010
"109091","BLZ",80,84,0.937,2010
"109092","BLZ",85,89,0.255,2010
"109093","BLZ",90,94,0.094,2010
"109094","BLZ",95,99,0.023,2010
"109095","BLZ",100,104,0.002,2010
"109183","BLZ",15,19,19.229,2015
"109184","BLZ",20,24,17.924,2015
"109185","BLZ",25,29,16.152,2015
"109186","BLZ",30,34,14.188,2015
"109187","BLZ",35,39,11.898,2015
"109188","BLZ",40,44,10.833,2015
"109189","BLZ",45,49,9.013,2015
"109190","BLZ",50,54,7.347,2015
"109191","BLZ",55,59,5.494,2015
"109192","BLZ",60,64,3.866,2015
"109193","BLZ",65,69,2.675,2015
"109194","BLZ",70,74,1.872,2015
"109195","BLZ",75,79,1.44,2015
"109196","BLZ",80,84,0.985,2015
"109197","BLZ",85,89,0.561,2015
"109198","BLZ",90,94,0.108,2015
"109199","BLZ",95,99,0.026,2015
"109200","BLZ",100,104,0.003,2015
"109246","BLZ",15,19,19.824,2018
"109247","BLZ",20,24,19.114,2018
"109248","BLZ",25,29,17.493,2018
"109249","BLZ",30,34,15.559,2018
"109250","BLZ",35,39,13.309,2018
"109251","BLZ",40,44,11.434,2018
"109252","BLZ",45,49,10.141,2018
"109253","BLZ",50,54,8.249,2018
"109254","BLZ",55,59,6.489,2018
"109255","BLZ",60,64,4.663,2018
"109256","BLZ",65,69,3.194,2018
"109257","BLZ",70,74,2.156,2018
"109258","BLZ",75,79,1.509,2018
"109259","BLZ",80,84,1.075,2018
"109260","BLZ",85,89,0.635,2018
"109261","BLZ",90,94,0.237,2018
"109262","BLZ",95,99,0.032,2018
"109263","BLZ",100,104,0.004,2018
"109288","BLZ",15,19,19.806,2020
"109289","BLZ",20,24,19.731,2020
"109290","BLZ",25,29,18.381,2020
"109291","BLZ",30,34,16.455,2020
"109292","BLZ",35,39,14.369,2020
"109293","BLZ",40,44,11.978,2020
"109294","BLZ",45,49,10.805,2020
"109295","BLZ",50,54,8.899,2020
"109296","BLZ",55,59,7.153,2020
"109297","BLZ",60,64,5.27,2020
"109298","BLZ",65,69,3.632,2020
"109299","BLZ",70,74,2.427,2020
"109300","BLZ",75,79,1.611,2020
"109301","BLZ",80,84,1.136,2020
"109302","BLZ",85,89,0.673,2020
"109303","BLZ",90,94,0.302,2020
"109304","BLZ",95,99,0.038,2020
"109305","BLZ",100,104,0.004,2020
"130855","BEN",15,19,256.572,1990
"130856","BEN",20,24,214.86,1990
"130857","BEN",25,29,178.666,1990
"130858","BEN",30,34,146.305,1990
"130859","BEN",35,39,121.026,1990
"130860","BEN",40,44,107.763,1990
"130861","BEN",45,49,97.031,1990
"130862","BEN",50,54,77.27,1990
"130863","BEN",55,59,62.658,1990
"130864","BEN",60,64,50.885,1990
"130865","BEN",65,69,41.461,1990
"130866","BEN",70,74,31.605,1990
"130867","BEN",75,79,20.623,1990
"130868","BEN",80,84,11,1990
"130869","BEN",85,89,4.137,1990
"130870","BEN",90,94,1.007,1990
"130871","BEN",95,99,0.127,1990
"130872","BEN",100,104,0.008,1990
"130960","BEN",15,19,307.107,1995
"130961","BEN",20,24,258.287,1995
"130962","BEN",25,29,217.711,1995
"130963","BEN",30,34,180.575,1995
"130964","BEN",35,39,146.84,1995
"130965","BEN",40,44,120.305,1995
"130966","BEN",45,49,105.969,1995
"130967","BEN",50,54,94.221,1995
"130968","BEN",55,59,73.814,1995
"130969","BEN",60,64,58.324,1995
"130970","BEN",65,69,45.222,1995
"130971","BEN",70,74,34.125,1995
"130972","BEN",75,79,23.017,1995
"130973","BEN",80,84,12.368,1995
"130974","BEN",85,89,4.921,1995
"130975","BEN",90,94,1.244,1995
"130976","BEN",95,99,0.184,1995
"130977","BEN",100,104,0.013,1995
"131065","BEN",15,19,359.147,2000
"131066","BEN",20,24,301.968,2000
"131067","BEN",25,29,253.076,2000
"131068","BEN",30,34,212.697,2000
"131069","BEN",35,39,175.882,2000
"131070","BEN",40,44,142.38,2000
"131071","BEN",45,49,116.073,2000
"131072","BEN",50,54,101.393,2000
"131073","BEN",55,59,88.813,2000
"131074","BEN",60,64,67.816,2000
"131075","BEN",65,69,51.114,2000
"131076","BEN",70,74,36.615,2000
"131077","BEN",75,79,24.355,2000
"131078","BEN",80,84,13.456,2000
"131079","BEN",85,89,5.377,2000
"131080","BEN",90,94,1.436,2000
"131081","BEN",95,99,0.221,2000
"131082","BEN",100,104,0.018,2000
"131170","BEN",15,19,420.493,2005
"131171","BEN",20,24,354.639,2005
"131172","BEN",25,29,297.718,2005
"131173","BEN",30,34,248.767,2005
"131174","BEN",35,39,208.225,2005
"131175","BEN",40,44,171.231,2005
"131176","BEN",45,49,137.809,2005
"131177","BEN",50,54,111.328,2005
"131178","BEN",55,59,95.735,2005
"131179","BEN",60,64,81.684,2005
"131180","BEN",65,69,59.476,2005
"131181","BEN",70,74,41.401,2005
"131182","BEN",75,79,26.135,2005
"131183","BEN",80,84,14.237,2005
"131184","BEN",85,89,5.846,2005
"131185","BEN",90,94,1.567,2005
"131186","BEN",95,99,0.254,2005
"131187","BEN",100,104,0.021,2005
"131275","BEN",15,19,488.751,2010
"131276","BEN",20,24,411.739,2010
"131277","BEN",25,29,345.21,2010
"131278","BEN",30,34,289.075,2010
"131279","BEN",35,39,241.233,2010
"131280","BEN",40,44,201.363,2010
"131281","BEN",45,49,164.976,2010
"131282","BEN",50,54,131.814,2010
"131283","BEN",55,59,105.059,2010
"131284","BEN",60,64,88.246,2010
"131285","BEN",65,69,72.013,2010
"131286","BEN",70,74,48.603,2010
"131287","BEN",75,79,29.945,2010
"131288","BEN",80,84,15.55,2010
"131289","BEN",85,89,6.332,2010
"131290","BEN",90,94,1.751,2010
"131291","BEN",95,99,0.286,2010
"131292","BEN",100,104,0.025,2010
"131380","BEN",15,19,559.981,2015
"131381","BEN",20,24,478.758,2015
"131382","BEN",25,29,400.896,2015
"131383","BEN",30,34,335.335,2015
"131384","BEN",35,39,280.532,2015
"131385","BEN",40,44,233.514,2015
"131386","BEN",45,49,194.245,2015
"131387","BEN",50,54,158.033,2015
"131388","BEN",55,59,124.626,2015
"131389","BEN",60,64,97.083,2015
"131390","BEN",65,69,78.086,2015
"131391","BEN",70,74,59.179,2015
"131392","BEN",75,79,35.424,2015
"131393","BEN",80,84,17.994,2015
"131394","BEN",85,89,7.001,2015
"131395","BEN",90,94,1.924,2015
"131396","BEN",95,99,0.325,2015
"131397","BEN",100,104,0.029,2015
"131443","BEN",15,19,604.88,2018
"131444","BEN",20,24,522.435,2018
"131445","BEN",25,29,441.864,2018
"131446","BEN",30,34,368.583,2018
"131447","BEN",35,39,307.981,2018
"131448","BEN",40,44,256.556,2018
"131449","BEN",45,49,212.869,2018
"131450","BEN",50,54,174.984,2018
"131451","BEN",55,59,139.222,2018
"131452","BEN",60,64,106.915,2018
"131453","BEN",65,69,81.699,2018
"131454","BEN",70,74,62.132,2018
"131455","BEN",75,79,40.477,2018
"131456","BEN",80,84,20.017,2018
"131457","BEN",85,89,8.123,2018
"131458","BEN",90,94,2.408,2018
"131459","BEN",95,99,0.494,2018
"131460","BEN",100,104,0.031,2018
"131485","BEN",15,19,637.598,2020
"131486","BEN",20,24,552.572,2020
"131487","BEN",25,29,470.966,2020
"131488","BEN",30,34,393.479,2020
"131489","BEN",35,39,328.389,2020
"131490","BEN",40,44,273.66,2020
"131491","BEN",45,49,226.733,2020
"131492","BEN",50,54,187.139,2020
"131493","BEN",55,59,150.212,2020
"131494","BEN",60,64,115.771,2020
"131495","BEN",65,69,86.381,2020
"131496","BEN",70,74,64.577,2020
"131497","BEN",75,79,43.465,2020
"131498","BEN",80,84,21.487,2020
"131499","BEN",85,89,8.184,2020
"131500","BEN",90,94,2.148,2020
"131501","BEN",95,99,0.356,2020
"131502","BEN",100,104,0.033,2020
"134026","BTN",15,19,27.59,1990
"134027","BTN",20,24,22.818,1990
"134028","BTN",25,29,18.411,1990
"134029","BTN",30,34,15.151,1990
"134030","BTN",35,39,12.488,1990
"134031","BTN",40,44,11.8,1990
"134032","BTN",45,49,9.801,1990
"134033","BTN",50,54,7.95,1990
"134034","BTN",55,59,6.225,1990
"134035","BTN",60,64,4.607,1990
"134036","BTN",65,69,3.179,1990
"134037","BTN",70,74,2.011,1990
"134038","BTN",75,79,1.127,1990
"134039","BTN",80,84,0.531,1990
"134040","BTN",85,89,0.199,1990
"134041","BTN",90,94,0.054,1990
"134042","BTN",95,99,0.01,1990
"134043","BTN",100,104,0.001,1990
"134131","BTN",15,19,27.823,1995
"134132","BTN",20,24,22.923,1995
"134133","BTN",25,29,19.918,1995
"134134","BTN",30,34,15.318,1995
"134135","BTN",35,39,13.144,1995
"134136","BTN",40,44,10.153,1995
"134137","BTN",45,49,9.157,1995
"134138","BTN",50,54,8.362,1995
"134139","BTN",55,59,6.787,1995
"134140","BTN",60,64,5.293,1995
"134141","BTN",65,69,3.809,1995
"134142","BTN",70,74,2.479,1995
"134143","BTN",75,79,1.407,1995
"134144","BTN",80,84,0.676,1995
"134145","BTN",85,89,0.264,1995
"134146","BTN",90,94,0.078,1995
"134147","BTN",95,99,0.015,1995
"134148","BTN",100,104,0.002,1995
"134236","BTN",15,19,32.966,2000
"134237","BTN",20,24,27.46,2000
"134238","BTN",25,29,22.526,2000
"134239","BTN",30,34,19.457,2000
"134240","BTN",35,39,14.849,2000
"134241","BTN",40,44,12.63,2000
"134242","BTN",45,49,9.658,2000
"134243","BTN",50,54,8.592,2000
"134244","BTN",55,59,7.682,2000
"134245","BTN",60,64,6.045,2000
"134246","BTN",65,69,4.509,2000
"134247","BTN",70,74,3.038,2000
"134248","BTN",75,79,1.795,2000
"134249","BTN",80,84,0.887,2000
"134250","BTN",85,89,0.359,2000
"134251","BTN",90,94,0.111,2000
"134252","BTN",95,99,0.025,2000
"134253","BTN",100,104,0.004,2000
"134341","BTN",15,19,37.883,2005
"134342","BTN",20,24,31.64,2005
"134343","BTN",25,29,25.29,2005
"134344","BTN",30,34,20.563,2005
"134345","BTN",35,39,17.63,2005
"134346","BTN",40,44,13.839,2005
"134347","BTN",45,49,12.2,2005
"134348","BTN",50,54,9.195,2005
"134349","BTN",55,59,8.014,2005
"134350","BTN",60,64,6.97,2005
"134351","BTN",65,69,5.253,2005
"134352","BTN",70,74,3.682,2005
"134353","BTN",75,79,2.274,2005
"134354","BTN",80,84,1.188,2005
"134355","BTN",85,89,0.506,2005
"134356","BTN",90,94,0.169,2005
"134357","BTN",95,99,0.04,2005
"134358","BTN",100,104,0.007,2005
"134446","BTN",15,19,38.693,2010
"134447","BTN",20,24,36.168,2010
"134448","BTN",25,29,29.468,2010
"134449","BTN",30,34,23.284,2010
"134450","BTN",35,39,18.925,2010
"134451","BTN",40,44,16.647,2010
"134452","BTN",45,49,13.344,2010
"134453","BTN",50,54,11.633,2010
"134454","BTN",55,59,8.618,2010
"134455","BTN",60,64,7.322,2010
"134456","BTN",65,69,6.137,2010
"134457","BTN",70,74,4.388,2010
"134458","BTN",75,79,2.854,2010
"134459","BTN",80,84,1.585,2010
"134460","BTN",85,89,0.721,2010
"134461","BTN",90,94,0.26,2010
"134462","BTN",95,99,0.069,2010
"134463","BTN",100,104,0.014,2010
"134551","BTN",15,19,36.804,2015
"134552","BTN",20,24,37.067,2015
"134553","BTN",25,29,34.934,2015
"134554","BTN",30,34,29.059,2015
"134555","BTN",35,39,22.837,2015
"134556","BTN",40,44,18.447,2015
"134557","BTN",45,49,16.105,2015
"134558","BTN",50,54,12.769,2015
"134559","BTN",55,59,10.945,2015
"134560","BTN",60,64,7.925,2015
"134561","BTN",65,69,6.521,2015
"134562","BTN",70,74,5.214,2015
"134563","BTN",75,79,3.484,2015
"134564","BTN",80,84,2.062,2015
"134565","BTN",85,89,1.016,2015
"134566","BTN",90,94,0.396,2015
"134567","BTN",95,99,0.117,2015
"134568","BTN",100,104,0.026,2015
"134614","BTN",15,19,34.919,2018
"134615","BTN",20,24,35.889,2018
"134616","BTN",25,29,35.936,2018
"134617","BTN",30,34,32.735,2018
"134618","BTN",35,39,26.168,2018
"134619","BTN",40,44,20.503,2018
"134620","BTN",45,49,17.102,2018
"134621","BTN",50,54,14.405,2018
"134622","BTN",55,59,11.539,2018
"134623","BTN",60,64,9.284,2018
"134624","BTN",65,69,6.7,2018
"134625","BTN",70,74,5.459,2018
"134626","BTN",75,79,3.947,2018
"134627","BTN",80,84,2.356,2018
"134628","BTN",85,89,1.226,2018
"134629","BTN",90,94,0.509,2018
"134630","BTN",95,99,0.166,2018
"134631","BTN",100,104,0.036,2018
"134656","BTN",15,19,34.13,2020
"134657","BTN",20,24,34.722,2020
"134658","BTN",25,29,35.391,2020
"134659","BTN",30,34,34.545,2020
"134660","BTN",35,39,28.598,2020
"134661","BTN",40,44,22.349,2020
"134662","BTN",45,49,17.924,2020
"134663","BTN",50,54,15.488,2020
"134664","BTN",55,59,12.086,2020
"134665","BTN",60,64,10.136,2020
"134666","BTN",65,69,7.12,2020
"134667","BTN",70,74,5.602,2020
"134668","BTN",75,79,4.202,2020
"134669","BTN",80,84,2.561,2020
"134670","BTN",85,89,1.348,2020
"134671","BTN",90,94,0.57,2020
"134672","BTN",95,99,0.181,2020
"134673","BTN",100,104,0.045,2020
"143539","BOL",15,19,346.952,1990
"143540","BOL",20,24,297.545,1990
"143541","BOL",25,29,253.874,1990
"143542","BOL",30,34,217.773,1990
"143543","BOL",35,39,189.346,1990
"143544","BOL",40,44,163.2,1990
"143545","BOL",45,49,136.347,1990
"143546","BOL",50,54,110.356,1990
"143547","BOL",55,59,97.109,1990
"143548","BOL",60,64,85.624,1990
"143549","BOL",65,69,66.68,1990
"143550","BOL",70,74,49.392,1990
"143551","BOL",75,79,33.877,1990
"143552","BOL",80,84,17.659,1990
"143553","BOL",85,89,6.247,1990
"143554","BOL",90,94,1.363,1990
"143555","BOL",95,99,0.217,1990
"143556","BOL",100,104,0.019,1990
"143644","BOL",15,19,387.783,1995
"143645","BOL",20,24,336.4,1995
"143646","BOL",25,29,287.043,1995
"143647","BOL",30,34,244.854,1995
"143648","BOL",35,39,210.169,1995
"143649","BOL",40,44,182.431,1995
"143650","BOL",45,49,156.77,1995
"143651","BOL",50,54,130.319,1995
"143652","BOL",55,59,104.963,1995
"143653","BOL",60,64,91.079,1995
"143654","BOL",65,69,77.524,1995
"143655","BOL",70,74,56.734,1995
"143656","BOL",75,79,37.547,1995
"143657","BOL",80,84,21.47,1995
"143658","BOL",85,89,8.488,1995
"143659","BOL",90,94,2.226,1995
"143660","BOL",95,99,0.34,1995
"143661","BOL",100,104,0.034,1995
"143749","BOL",15,19,424.102,2000
"143750","BOL",20,24,377.593,2000
"143751","BOL",25,29,324.273,2000
"143752","BOL",30,34,276.26,2000
"143753","BOL",35,39,235.807,2000
"143754","BOL",40,44,202.309,2000
"143755","BOL",45,49,175.169,2000
"143756","BOL",50,54,149.888,2000
"143757","BOL",55,59,124.197,2000
"143758","BOL",60,64,99.285,2000
"143759","BOL",65,69,83.938,2000
"143760","BOL",70,74,67.754,2000
"143761","BOL",75,79,45.102,2000
"143762","BOL",80,84,25.295,2000
"143763","BOL",85,89,11.012,2000
"143764","BOL",90,94,3.298,2000
"143765","BOL",95,99,0.615,2000
"143766","BOL",100,104,0.061,2000
"143854","BOL",15,19,462.956,2005
"143855","BOL",20,24,410.485,2005
"143856","BOL",25,29,361.524,2005
"143857","BOL",30,34,311.195,2005
"143858","BOL",35,39,265.739,2005
"143859","BOL",40,44,226.719,2005
"143860","BOL",45,49,194.117,2005
"143861","BOL",50,54,167.807,2005
"143862","BOL",55,59,144.057,2005
"143863","BOL",60,64,119.342,2005
"143864","BOL",65,69,93.852,2005
"143865","BOL",70,74,75.896,2005
"143866","BOL",75,79,56.069,2005
"143867","BOL",80,84,32.967,2005
"143868","BOL",85,89,13.994,2005
"143869","BOL",90,94,4.726,2005
"143870","BOL",95,99,1.02,2005
"143871","BOL",100,104,0.131,2005
"143959","BOL",15,19,501.558,2010
"143960","BOL",20,24,451.577,2010
"143961","BOL",25,29,399.766,2010
"143962","BOL",30,34,349.608,2010
"143963","BOL",35,39,301.454,2010
"143964","BOL",40,44,257.322,2010
"143965","BOL",45,49,219.106,2010
"143966","BOL",50,54,186.737,2010
"143967","BOL",55,59,161.017,2010
"143968","BOL",60,64,137.391,2010
"143969","BOL",65,69,111.841,2010
"143970","BOL",70,74,84.924,2010
"143971","BOL",75,79,63.425,2010
"143972","BOL",80,84,41.209,2010
"143973","BOL",85,89,20.113,2010
"143974","BOL",90,94,6.824,2010
"143975","BOL",95,99,1.698,2010
"143976","BOL",100,104,0.291,2010
"144064","BOL",15,19,533.93,2015
"144065","BOL",20,24,491.092,2015
"144066","BOL",25,29,440.903,2015
"144067","BOL",30,34,390.5,2015
"144068","BOL",35,39,341.622,2015
"144069","BOL",40,44,294.22,2015
"144070","BOL",45,49,250.347,2015
"144071","BOL",50,54,212.046,2015
"144072","BOL",55,59,180.096,2015
"144073","BOL",60,64,154.228,2015
"144074","BOL",65,69,128.907,2015
"144075","BOL",70,74,101.701,2015
"144076","BOL",75,79,72.566,2015
"144077","BOL",80,84,49.326,2015
"144078","BOL",85,89,27.334,2015
"144079","BOL",90,94,10.907,2015
"144080","BOL",95,99,2.76,2015
"144081","BOL",100,104,0.613,2015
"144127","BOL",15,19,549.569,2018
"144128","BOL",20,24,511.82,2018
"144129","BOL",25,29,465.874,2018
"144130","BOL",30,34,415.776,2018
"144131","BOL",35,39,366.389,2018
"144132","BOL",40,44,318.168,2018
"144133","BOL",45,49,271.831,2018
"144134","BOL",50,54,229.944,2018
"144135","BOL",55,59,194.147,2018
"144136","BOL",60,64,164.302,2018
"144137","BOL",65,69,138.303,2018
"144138","BOL",70,74,111.608,2018
"144139","BOL",75,79,82.392,2018
"144140","BOL",80,84,54.565,2018
"144141","BOL",85,89,32.09,2018
"144142","BOL",90,94,14.331,2018
"144143","BOL",95,99,4.486,2018
"144144","BOL",100,104,0.829,2018
"144169","BOL",15,19,557.073,2020
"144170","BOL",20,24,524.085,2020
"144171","BOL",25,29,481.351,2020
"144172","BOL",30,34,432.517,2020
"144173","BOL",35,39,383.096,2020
"144174","BOL",40,44,334.572,2020
"144175","BOL",45,49,287.248,2020
"144176","BOL",50,54,243.093,2020
"144177","BOL",55,59,204.984,2020
"144178","BOL",60,64,172.47,2020
"144179","BOL",65,69,144.891,2020
"144180","BOL",70,74,118.349,2020
"144181","BOL",75,79,89.556,2020
"144182","BOL",80,84,59.746,2020
"144183","BOL",85,89,35.052,2020
"144184","BOL",90,94,16.229,2020
"144185","BOL",95,99,5.117,2020
"144186","BOL",100,104,1.041,2020
"146710","BIH",15,19,184.224,1990
"146711","BIH",20,24,183.288,1990
"146712","BIH",25,29,198.784,1990
"146713","BIH",30,34,180.859,1990
"146714","BIH",35,39,171.176,1990
"146715","BIH",40,44,145.424,1990
"146716","BIH",45,49,100.552,1990
"146717","BIH",50,54,141.405,1990
"146718","BIH",55,59,131.022,1990
"146719","BIH",60,64,105.637,1990
"146720","BIH",65,69,75.912,1990
"146721","BIH",70,74,41.152,1990
"146722","BIH",75,79,36.457,1990
"146723","BIH",80,84,22.502,1990
"146724","BIH",85,89,8.304,1990
"146725","BIH",90,94,2.468,1990
"146726","BIH",95,99,0.351,1990
"146727","BIH",100,104,0.046,1990
"146815","BIH",15,19,140.344,1995
"146816","BIH",20,24,146.665,1995
"146817","BIH",25,29,144.011,1995
"146818","BIH",30,34,159.599,1995
"146819","BIH",35,39,146.247,1995
"146820","BIH",40,44,142.364,1995
"146821","BIH",45,49,121.819,1995
"146822","BIH",50,54,89.415,1995
"146823","BIH",55,59,127.975,1995
"146824","BIH",60,64,108.072,1995
"146825","BIH",65,69,86.236,1995
"146826","BIH",70,74,60.679,1995
"146827","BIH",75,79,29.787,1995
"146828","BIH",80,84,22.807,1995
"146829","BIH",85,89,11.143,1995
"146830","BIH",90,94,2.976,1995
"146831","BIH",95,99,0.579,1995
"146832","BIH",100,104,0.053,1995
"146920","BIH",15,19,137.06,2000
"146921","BIH",20,24,133.721,2000
"146922","BIH",25,29,137.058,2000
"146923","BIH",30,34,134.314,2000
"146924","BIH",35,39,151.903,2000
"146925","BIH",40,44,140.439,2000
"146926","BIH",45,49,136.903,2000
"146927","BIH",50,54,115.854,2000
"146928","BIH",55,59,82.549,2000
"146929","BIH",60,64,117.403,2000
"146930","BIH",65,69,95.266,2000
"146931","BIH",70,74,71.153,2000
"146932","BIH",75,79,44.859,2000
"146933","BIH",80,84,17.726,2000
"146934","BIH",85,89,11.314,2000
"146935","BIH",90,94,4.119,2000
"146936","BIH",95,99,0.688,2000
"146937","BIH",100,104,0.078,2000
"147025","BIH",15,19,138.753,2005
"147026","BIH",20,24,136.345,2005
"147027","BIH",25,29,132.871,2005
"147028","BIH",30,34,136.272,2005
"147029","BIH",35,39,133.549,2005
"147030","BIH",40,44,150.902,2005
"147031","BIH",45,49,139.101,2005
"147032","BIH",50,54,134.818,2005
"147033","BIH",55,59,112.969,2005
"147034","BIH",60,64,79.16,2005
"147035","BIH",65,69,109.29,2005
"147036","BIH",70,74,84.117,2005
"147037","BIH",75,79,57.482,2005
"147038","BIH",80,84,31.354,2005
"147039","BIH",85,89,9.86,2005
"147040","BIH",90,94,4.475,2005
"147041","BIH",95,99,1.028,2005
"147042","BIH",100,104,0.101,2005
"147130","BIH",15,19,122.442,2010
"147131","BIH",20,24,135.299,2010
"147132","BIH",25,29,132.301,2010
"147133","BIH",30,34,128.386,2010
"147134","BIH",35,39,131.687,2010
"147135","BIH",40,44,129.357,2010
"147136","BIH",45,49,146.897,2010
"147137","BIH",50,54,135.31,2010
"147138","BIH",55,59,130.538,2010
"147139","BIH",60,64,107.646,2010
"147140","BIH",65,69,73.596,2010
"147141","BIH",70,74,97.174,2010
"147142","BIH",75,79,68.701,2010
"147143","BIH",80,84,40.821,2010
"147144","BIH",85,89,17.827,2010
"147145","BIH",90,94,4.013,2010
"147146","BIH",95,99,1.155,2010
"147147","BIH",100,104,0.153,2010
"147235","BIH",15,19,112.592,2015
"147236","BIH",20,24,101.153,2015
"147237","BIH",25,29,114.353,2015
"147238","BIH",30,34,125.487,2015
"147239","BIH",35,39,113.751,2015
"147240","BIH",40,44,115.549,2015
"147241","BIH",45,49,120.52,2015
"147242","BIH",50,54,144.216,2015
"147243","BIH",55,59,131.384,2015
"147244","BIH",60,64,125.225,2015
"147245","BIH",65,69,89.988,2015
"147246","BIH",70,74,71.993,2015
"147247","BIH",75,79,73.133,2015
"147248","BIH",80,84,27.416,2015
"147249","BIH",85,89,18.075,2015
"147250","BIH",90,94,6.961,2015
"147251","BIH",95,99,0.927,2015
"147252","BIH",100,104,0.145,2015
"147298","BIH",15,19,91.449,2018
"147299","BIH",20,24,104.329,2018
"147300","BIH",25,29,97.281,2018
"147301","BIH",30,34,115.391,2018
"147302","BIH",35,39,117.848,2018
"147303","BIH",40,44,109.832,2018
"147304","BIH",45,49,113.4,2018
"147305","BIH",50,54,127.772,2018
"147306","BIH",55,59,138.501,2018
"147307","BIH",60,64,125.502,2018
"147308","BIH",65,69,107.584,2018
"147309","BIH",70,74,73.296,2018
"147310","BIH",75,79,63.987,2018
"147311","BIH",80,84,46.02,2018
"147312","BIH",85,89,13.862,2018
"147313","BIH",90,94,8.285,2018
"147314","BIH",95,99,1.958,2018
"147315","BIH",100,104,0.123,2018
"147340","BIH",15,19,80.892,2020
"147341","BIH",20,24,104.619,2020
"147342","BIH",25,29,91.108,2020
"147343","BIH",30,34,105.585,2020
"147344","BIH",35,39,118.896,2020
"147345","BIH",40,44,109.005,2020
"147346","BIH",45,49,111.859,2020
"147347","BIH",50,54,117.127,2020
"147348","BIH",55,59,140.163,2020
"147349","BIH",60,64,126.468,2020
"147350","BIH",65,69,118.029,2020
"147351","BIH",70,74,81.261,2020
"147352","BIH",75,79,59.71,2020
"147353","BIH",80,84,52.718,2020
"147354","BIH",85,89,15.897,2020
"147355","BIH",90,94,7.379,2020
"147356","BIH",95,99,1.696,2020
"147357","BIH",100,104,0.126,2020
"149881","BWA",15,19,76.203,1990
"149882","BWA",20,24,63.365,1990
"149883","BWA",25,29,51.42,1990
"149884","BWA",30,34,42.692,1990
"149885","BWA",35,39,34.015,1990
"149886","BWA",40,44,24.88,1990
"149887","BWA",45,49,23.65,1990
"149888","BWA",50,54,18.331,1990
"149889","BWA",55,59,13.443,1990
"149890","BWA",60,64,11.656,1990
"149891","BWA",65,69,10.989,1990
