"","iso3","loage","hiage","women","year"
"844","AFG",15,19,631.182,1990
"845","AFG",20,24,509.197,1990
"846","AFG",25,29,415.684,1990
"847","AFG",30,34,350.137,1990
"848","AFG",35,39,297.978,1990
"849","AFG",40,44,271.604,1990
"850","AFG",45,49,189.926,1990
"851","AFG",50,54,144.475,1990
"852","AFG",55,59,110.15,1990
"853","AFG",60,64,87.709,1990
"854","AFG",65,69,69.009,1990
"855","AFG",70,74,43.489,1990
"856","AFG",75,79,21.813,1990
"857","AFG",80,84,8.134,1990
"858","AFG",85,89,1.969,1990
"859","AFG",90,94,0.526,1990
"860","AFG",95,99,0.096,1990
"861","AFG",100,104,0.007,1990
"949","AFG",15,19,918.845,1995
"950","AFG",20,24,744.539,1995
"951","AFG",25,29,604.642,1995
"952","AFG",30,34,493.331,1995
"953","AFG",35,39,408.266,1995
"954","AFG",40,44,339.432,1995
"955","AFG",45,49,305.389,1995
"956","AFG",50,54,222.513,1995
"957","AFG",55,59,171.354,1995
"958","AFG",60,64,129.331,1995
"959","AFG",65,69,95.626,1995
"960","AFG",70,74,65.558,1995
"961","AFG",75,79,35.951,1995
"962","AFG",80,84,15.624,1995
"963","AFG",85,89,3.956,1995
"964","AFG",90,94,0.49,1995
"965","AFG",95,99,0.078,1995
"966","AFG",100,104,0.009,1995
"1054","AFG",15,19,1042.985,2000
"1055","AFG",20,24,831.93,2000
"1056","AFG",25,29,680.892,2000
"1057","AFG",30,34,562.956,2000
"1058","AFG",35,39,461.895,2000
"1059","AFG",40,44,381.65,2000
"1060","AFG",45,49,314.363,2000
"1061","AFG",50,54,279.119,2000
"1062","AFG",55,59,198.274,2000
"1063","AFG",60,64,147.831,2000
"1064","AFG",65,69,105.589,2000
"1065","AFG",70,74,72.078,2000
"1066","AFG",75,79,43.206,2000
"1067","AFG",80,84,18.798,2000
"1068","AFG",85,89,5.957,2000
"1069","AFG",90,94,1.007,2000
"1070","AFG",95,99,0.075,2000
"1071","AFG",100,104,0.007,2000
"1159","AFG",15,19,1336,2005
"1160","AFG",20,24,1106.633,2005
"1161","AFG",25,29,864.815,2005
"1162","AFG",30,34,687.743,2005
"1163","AFG",35,39,560.714,2005
"1164","AFG",40,44,455.796,2005
"1165","AFG",45,49,374.261,2005
"1166","AFG",50,54,305.735,2005
"1167","AFG",55,59,265.889,2005
"1168","AFG",60,64,183.252,2005
"1169","AFG",65,69,130.438,2005
"1170","AFG",70,74,84.796,2005
"1171","AFG",75,79,49.481,2005
"1172","AFG",80,84,23.777,2005
"1173","AFG",85,89,7.472,2005
"1174","AFG",90,94,1.543,2005
"1175","AFG",95,99,0.153,2005
"1176","AFG",100,104,0.007,2005
"1264","AFG",15,19,1503.682,2010
"1265","AFG",20,24,1188.683,2010
"1266","AFG",25,29,1013.511,2010
"1267","AFG",30,34,819.307,2010
"1268","AFG",35,39,657.692,2010
"1269","AFG",40,44,536.591,2010
"1270","AFG",45,49,433.278,2010
"1271","AFG",50,54,350.364,2010
"1272","AFG",55,59,281.454,2010
"1273","AFG",60,64,238.883,2010
"1274","AFG",65,69,155.759,2010
"1275","AFG",70,74,102.913,2010
"1276","AFG",75,79,59.129,2010
"1277","AFG",80,84,27.743,2010
"1278","AFG",85,89,9.648,2010
"1279","AFG",90,94,1.974,2010
"1280","AFG",95,99,0.241,2010
"1281","AFG",100,104,0.014,2010
"1369","AFG",15,19,1980.573,2015
"1370","AFG",20,24,1545.4,2015
"1371","AFG",25,29,1204.591,2015
"1372","AFG",30,34,1008.262,2015
"1373","AFG",35,39,809.018,2015
"1374","AFG",40,44,646.068,2015
"1375","AFG",45,49,523.926,2015
"1376","AFG",50,54,419.245,2015
"1377","AFG",55,59,333.335,2015
"1378","AFG",60,64,260.027,2015
"1379","AFG",65,69,210.711,2015
"1380","AFG",70,74,126.728,2015
"1381","AFG",75,79,73.066,2015
"1382","AFG",80,84,33.876,2015
"1383","AFG",85,89,11.513,2015
"1384","AFG",90,94,2.598,2015
"1385","AFG",95,99,0.31,2015
"1386","AFG",100,104,0.022,2015
"1432","AFG",15,19,2148.045,2018
"1433","AFG",20,24,1774.099,2018
"1434","AFG",25,29,1370.844,2018
"1435","AFG",30,34,1103.876,2018
"1436","AFG",35,39,918.728,2018
"1437","AFG",40,44,728.47,2018
"1438","AFG",45,49,582.527,2018
"1439","AFG",50,54,467.799,2018
"1440","AFG",55,59,369.167,2018
"1441","AFG",60,64,285.462,2018
"1442","AFG",65,69,220.38,2018
"1443","AFG",70,74,155.936,2018
"1444","AFG",75,79,81.207,2018
"1445","AFG",80,84,39.757,2018
"1446","AFG",85,89,14.071,2018
"1447","AFG",90,94,3.571,2018
"1448","AFG",95,99,0.606,2018
"1449","AFG",100,104,0.025,2018
"1474","AFG",15,19,2251.504,2020
"1475","AFG",20,24,1909.206,2020
"1476","AFG",25,29,1498.59,2020
"1477","AFG",30,34,1179.138,2020
"1478","AFG",35,39,988.22,2020
"1479","AFG",40,44,790.703,2020
"1480","AFG",45,49,627.51,2020
"1481","AFG",50,54,503.171,2020
"1482","AFG",55,59,396.46,2020
"1483","AFG",60,64,307.557,2020
"1484","AFG",65,69,229.221,2020
"1485","AFG",70,74,172.197,2020
"1486","AFG",75,79,91.107,2020
"1487","AFG",80,84,42.49,2020
"1488","AFG",85,89,14.275,2020
"1489","AFG",90,94,3.139,2020
"1490","AFG",95,99,0.414,2020
"1491","AFG",100,104,0.028,2020
"32554","ALB",15,19,155.994,1990
"32555","ALB",20,24,149.349,1990
"32556","ALB",25,29,146.685,1990
"32557","ALB",30,34,127.471,1990
"32558","ALB",35,39,101.895,1990
"32559","ALB",40,44,78.895,1990
"32560","ALB",45,49,69.185,1990
"32561","ALB",50,54,62.773,1990
"32562","ALB",55,59,49.95,1990
"32563","ALB",60,64,42.86,1990
"32564","ALB",65,69,34.629,1990
"32565","ALB",70,74,27.052,1990
"32566","ALB",75,79,19.595,1990
"32567","ALB",80,84,11.91,1990
"32568","ALB",85,89,4.32,1990
"32569","ALB",90,94,1.294,1990
"32570","ALB",95,99,0.149,1990
"32571","ALB",100,104,0.013,1990
"32659","ALB",15,19,146.593,1995
"32660","ALB",20,24,134.774,1995
"32661","ALB",25,29,123.389,1995
"32662","ALB",30,34,124.95,1995
"32663","ALB",35,39,111.995,1995
"32664","ALB",40,44,91.425,1995
"32665","ALB",45,49,71.83,1995
"32666","ALB",50,54,64.238,1995
"32667","ALB",55,59,59.062,1995
"32668","ALB",60,64,46.841,1995
"32669","ALB",65,69,39.41,1995
"32670","ALB",70,74,30.222,1995
"32671","ALB",75,79,21.245,1995
"32672","ALB",80,84,12.64,1995
"32673","ALB",85,89,5.532,1995
"32674","ALB",90,94,1.207,1995
"32675","ALB",95,99,0.182,1995
"32676","ALB",100,104,0.01,1995
"32764","ALB",15,19,145.682,2000
"32765","ALB",20,24,123.98,2000
"32766","ALB",25,29,113.861,2000
"32767","ALB",30,34,112.114,2000
"32768","ALB",35,39,116.906,2000
"32769","ALB",40,44,103.801,2000
"32770","ALB",45,49,83.869,2000
"32771","ALB",50,54,64.907,2000
"32772","ALB",55,59,55.647,2000
"32773","ALB",60,64,50.781,2000
"32774","ALB",65,69,39.866,2000
"32775","ALB",70,74,31.917,2000
"32776","ALB",75,79,21.59,2000
"32777","ALB",80,84,13.646,2000
"32778","ALB",85,89,6.447,2000
"32779","ALB",90,94,1.655,2000
"32780","ALB",95,99,0.183,2000
"32781","ALB",100,104,0.013,2000
"32869","ALB",15,19,157.519,2005
"32870","ALB",20,24,129.889,2005
"32871","ALB",25,29,102.159,2005
"32872","ALB",30,34,98.333,2005
"32873","ALB",35,39,106.503,2005
"32874","ALB",40,44,113.556,2005
"32875","ALB",45,49,101.157,2005
"32876","ALB",50,54,81.951,2005
"32877","ALB",55,59,63.16,2005
"32878","ALB",60,64,53.675,2005
"32879","ALB",65,69,47.95,2005
"32880","ALB",70,74,35.861,2005
"32881","ALB",75,79,26.293,2005
"32882","ALB",80,84,15.143,2005
"32883","ALB",85,89,7.28,2005
"32884","ALB",90,94,2.215,2005
"32885","ALB",95,99,0.3,2005
"32886","ALB",100,104,0.016,2005
"32974","ALB",15,19,134.518,2010
"32975","ALB",20,24,121.726,2010
"32976","ALB",25,29,101.674,2010
"32977","ALB",30,34,89.167,2010
"32978","ALB",35,39,94.268,2010
"32979","ALB",40,44,99.171,2010
"32980","ALB",45,49,107.086,2010
"32981","ALB",50,54,98.684,2010
"32982","ALB",55,59,81.104,2010
"32983","ALB",60,64,62.655,2010
"32984","ALB",65,69,53.44,2010
"32985","ALB",70,74,45.865,2010
"32986","ALB",75,79,30.847,2010
"32987","ALB",80,84,19.189,2010
"32988","ALB",85,89,8.316,2010
"32989","ALB",90,94,2.575,2010
"32990","ALB",95,99,0.424,2010
"32991","ALB",100,104,0.028,2010
"33079","ALB",15,19,116.716,2015
"33080","ALB",20,24,121.98,2015
"33081","ALB",25,29,107.119,2015
"33082","ALB",30,34,80.381,2015
"33083","ALB",35,39,79.569,2015
"33084","ALB",40,44,92.51,2015
"33085","ALB",45,49,97.67,2015
"33086","ALB",50,54,105.36,2015
"33087","ALB",55,59,97.847,2015
"33088","ALB",60,64,77.146,2015
"33089","ALB",65,69,60.128,2015
"33090","ALB",70,74,52.527,2015
"33091","ALB",75,79,38.632,2015
"33092","ALB",80,84,23.386,2015
"33093","ALB",85,89,11.212,2015
"33094","ALB",90,94,2.818,2015
"33095","ALB",95,99,0.43,2015
"33096","ALB",100,104,0.03,2015
"33142","ALB",15,19,102.792,2018
"33143","ALB",20,24,117.097,2018
"33144","ALB",25,29,114.191,2018
"33145","ALB",30,34,92.51,2018
"33146","ALB",35,39,74.535,2018
"33147","ALB",40,44,82.715,2018
"33148","ALB",45,49,93.748,2018
"33149","ALB",50,54,99.832,2018
"33150","ALB",55,59,102.948,2018
"33151","ALB",60,64,88.519,2018
"33152","ALB",65,69,67.005,2018
"33153","ALB",70,74,53.329,2018
"33154","ALB",75,79,42.385,2018
"33155","ALB",80,84,25.81,2018
"33156","ALB",85,89,12.297,2018
"33157","ALB",90,94,4.084,2018
"33158","ALB",95,99,0.687,2018
"33159","ALB",100,104,0.033,2018
"33184","ALB",15,19,93.379,2020
"33185","ALB",20,24,110.982,2020
"33186","ALB",25,29,115.006,2020
"33187","ALB",30,34,101.291,2020
"33188","ALB",35,39,76.191,2020
"33189","ALB",40,44,76.614,2020
"33190","ALB",45,49,90.245,2020
"33191","ALB",50,54,95.681,2020
"33192","ALB",55,59,103.252,2020
"33193","ALB",60,64,95.295,2020
"33194","ALB",65,69,73.946,2020
"33195","ALB",70,74,55.69,2020
"33196","ALB",75,79,45.107,2020
"33197","ALB",80,84,28.149,2020
"33198","ALB",85,89,12.885,2020
"33199","ALB",90,94,4.043,2020
"33200","ALB",95,99,0.534,2020
"33201","ALB",100,104,0.036,2020
"35725","DZA",15,19,1408.3,1990
"35726","DZA",20,24,1188.893,1990
"35727","DZA",25,29,1005.956,1990
"35728","DZA",30,34,808.525,1990
"35729","DZA",35,39,672.423,1990
"35730","DZA",40,44,449.392,1990
"35731","DZA",45,49,369.576,1990
"35732","DZA",50,54,339.515,1990
"35733","DZA",55,59,300.43,1990
"35734","DZA",60,64,242.629,1990
"35735","DZA",65,69,172.989,1990
"35736","DZA",70,74,141.01,1990
"35737","DZA",75,79,88.826,1990
"35738","DZA",80,84,49.416,1990
"35739","DZA",85,89,14.602,1990
"35740","DZA",90,94,3.332,1990
"35741","DZA",95,99,0.236,1990
"35742","DZA",100,104,0.012,1990
"35830","DZA",15,19,1651.197,1995
"35831","DZA",20,24,1396.671,1995
"35832","DZA",25,29,1170.043,1995
"35833","DZA",30,34,979.966,1995
"35834","DZA",35,39,786.379,1995
"35835","DZA",40,44,656.706,1995
"35836","DZA",45,49,437.259,1995
"35837","DZA",50,54,358.077,1995
"35838","DZA",55,59,326.543,1995
"35839","DZA",60,64,283.933,1995
"35840","DZA",65,69,220.451,1995
"35841","DZA",70,74,146.536,1995
"35842","DZA",75,79,105.328,1995
"35843","DZA",80,84,53.577,1995
"35844","DZA",85,89,21.142,1995
"35845","DZA",90,94,3.866,1995
"35846","DZA",95,99,0.482,1995
"35847","DZA",100,104,0.018,1995
"35935","DZA",15,19,1843.185,2000
"35936","DZA",20,24,1624.573,2000
"35937","DZA",25,29,1347.939,2000
"35938","DZA",30,34,1125.123,2000
"35939","DZA",35,39,949.215,2000
"35940","DZA",40,44,763.736,2000
"35941","DZA",45,49,638.738,2000
"35942","DZA",50,54,424.391,2000
"35943","DZA",55,59,352.729,2000
"35944","DZA",60,64,326.94,2000
"35945","DZA",65,69,276.124,2000
"35946","DZA",70,74,198.279,2000
"35947","DZA",75,79,116.744,2000
"35948","DZA",80,84,70.152,2000
"35949","DZA",85,89,25.993,2000
"35950","DZA",90,94,6.443,2000
"35951","DZA",95,99,0.698,2000
"35952","DZA",100,104,0.044,2000
"36040","DZA",15,19,1898.141,2005
"36041","DZA",20,24,1832.662,2005
"36042","DZA",25,29,1591.606,2005
"36043","DZA",30,34,1302.658,2005
"36044","DZA",35,39,1096.734,2005
"36045","DZA",40,44,930.605,2005
"36046","DZA",45,49,745.237,2005
"36047","DZA",50,54,621.137,2005
"36048","DZA",55,59,418.559,2005
"36049","DZA",60,64,354.174,2005
"36050","DZA",65,69,319.458,2005
"36051","DZA",70,74,249.2,2005
"36052","DZA",75,79,159.125,2005
"36053","DZA",80,84,79.849,2005
"36054","DZA",85,89,37.063,2005
"36055","DZA",90,94,9.584,2005
"36056","DZA",95,99,1.531,2005
"36057","DZA",100,104,0.096,2005
"36145","DZA",15,19,1788.153,2010
"36146","DZA",20,24,1886.372,2010
"36147","DZA",25,29,1801.099,2010
"36148","DZA",30,34,1533.215,2010
"36149","DZA",35,39,1250.591,2010
"36150","DZA",40,44,1067.842,2010
"36151","DZA",45,49,907.518,2010
"36152","DZA",50,54,722.586,2010
"36153","DZA",55,59,608.788,2010
"36154","DZA",60,64,419.846,2010
"36155","DZA",65,69,349.011,2010
"36156","DZA",70,74,293.738,2010
"36157","DZA",75,79,207.624,2010
"36158","DZA",80,84,113.923,2010
"36159","DZA",85,89,43.889,2010
"36160","DZA",90,94,14.104,2010
"36161","DZA",95,99,2.296,2010
"36162","DZA",100,104,0.201,2010
"36250","DZA",15,19,1476.198,2015
"36251","DZA",20,24,1771.707,2015
"36252","DZA",25,29,1861.09,2015
"36253","DZA",30,34,1776.88,2015
"36254","DZA",35,39,1516.042,2015
"36255","DZA",40,44,1234.867,2015
"36256","DZA",45,49,1051.924,2015
"36257","DZA",50,54,890.264,2015
"36258","DZA",55,59,708.044,2015
"36259","DZA",60,64,591.024,2015
"36260","DZA",65,69,397.563,2015
"36261","DZA",70,74,318.195,2015
"36262","DZA",75,79,248.631,2015
"36263","DZA",80,84,152.345,2015
"36264","DZA",85,89,65.169,2015
"36265","DZA",90,94,17.233,2015
"36266","DZA",95,99,3.381,2015
"36267","DZA",100,104,0.289,2015
"36313","DZA",15,19,1387.891,2018
"36314","DZA",20,24,1586.719,2018
"36315","DZA",25,29,1832.099,2018
"36316","DZA",30,34,1843.554,2018
"36317","DZA",35,39,1680.517,2018
"36318","DZA",40,44,1390.003,2018
"36319","DZA",45,49,1143.309,2018
"36320","DZA",50,54,978.418,2018
"36321","DZA",55,59,802.775,2018
"36322","DZA",60,64,645.034,2018
"36323","DZA",65,69,495.868,2018
"36324","DZA",70,74,332.188,2018
"36325","DZA",75,79,260.923,2018
"36326","DZA",80,84,173.161,2018
"36327","DZA",85,89,81.185,2018
"36328","DZA",90,94,24.634,2018
"36329","DZA",95,99,4.871,2018
"36330","DZA",100,104,0.385,2018
"36355","DZA",15,19,1425.863,2020
"36356","DZA",20,24,1468.812,2020
"36357","DZA",25,29,1761.867,2020
"36358","DZA",30,34,1850.199,2020
"36359","DZA",35,39,1764.741,2020
"36360","DZA",40,44,1502.809,2020
"36361","DZA",45,49,1220.495,2020
"36362","DZA",50,54,1035.144,2020
"36363","DZA",55,59,870.269,2020
"36364","DZA",60,64,684.035,2020
"36365","DZA",65,69,560.16,2020
"36366","DZA",70,74,364.221,2020
"36367","DZA",75,79,272.083,2020
"36368","DZA",80,84,185.844,2020
"36369","DZA",85,89,90.055,2020
"36370","DZA",90,94,26.899,2020
"36371","DZA",95,99,4.387,2020
"36372","DZA",100,104,0.452,2020
"42067","AGO",15,19,636.231,1990
"42068","AGO",20,24,478.542,1990
"42069","AGO",25,29,421.855,1990
"42070","AGO",30,34,330.559,1990
"42071","AGO",35,39,232.462,1990
"42072","AGO",40,44,213.837,1990
"42073","AGO",45,49,181.084,1990
"42074","AGO",50,54,178.471,1990
"42075","AGO",55,59,143.266,1990
"42076","AGO",60,64,110.574,1990
"42077","AGO",65,69,67.676,1990
"42078","AGO",70,74,47.721,1990
"42079","AGO",75,79,23.286,1990
"42080","AGO",80,84,11.226,1990
"42081","AGO",85,89,3.049,1990
"42082","AGO",90,94,0.765,1990
"42083","AGO",95,99,0.09,1990
"42084","AGO",100,104,0.001,1990
"42172","AGO",15,19,743.747,1995
"42173","AGO",20,24,624.215,1995
"42174","AGO",25,29,467.578,1995
"42175","AGO",30,34,410.233,1995
"42176","AGO",35,39,320.217,1995
"42177","AGO",40,44,224.205,1995
"42178","AGO",45,49,204.561,1995
"42179","AGO",50,54,171.33,1995
"42180","AGO",55,59,165.159,1995
"42181","AGO",60,64,127.655,1995
"42182","AGO",65,69,92.528,1995
"42183","AGO",70,74,51.156,1995
"42184","AGO",75,79,30.727,1995
"42185","AGO",80,84,12.075,1995
"42186","AGO",85,89,4.246,1995
"42187","AGO",90,94,0.789,1995
"42188","AGO",95,99,0.123,1995
"42189","AGO",100,104,0.008,1995
"42277","AGO",15,19,893.953,2000
"42278","AGO",20,24,731.544,2000
"42279","AGO",25,29,610.302,2000
"42280","AGO",30,34,456.065,2000
"42281","AGO",35,39,398.356,2000
"42282","AGO",40,44,309.788,2000
"42283","AGO",45,49,216.368,2000
"42284","AGO",50,54,194.958,2000
"42285","AGO",55,59,159.895,2000
"42286","AGO",60,64,147.955,2000
"42287","AGO",65,69,107.336,2000
"42288","AGO",70,74,70.052,2000
"42289","AGO",75,79,33.054,2000
"42290","AGO",80,84,15.915,2000
"42291","AGO",85,89,4.576,2000
"42292","AGO",90,94,1.1,2000
"42293","AGO",95,99,0.128,2000
"42294","AGO",100,104,0.012,2000
"42382","AGO",15,19,1071.06,2005
"42383","AGO",20,24,883.18,2005
"42384","AGO",25,29,718.877,2005
"42385","AGO",30,34,597.736,2005
"42386","AGO",35,39,445.715,2005
"42387","AGO",40,44,387.261,2005
"42388","AGO",45,49,299.797,2005
"42389","AGO",50,54,207.76,2005
"42390","AGO",55,59,183.14,2005
"42391","AGO",60,64,144.7,2005
"42392","AGO",65,69,125.502,2005
"42393","AGO",70,74,82.119,2005
"42394","AGO",75,79,45.723,2005
"42395","AGO",80,84,17.348,2005
"42396","AGO",85,89,6.088,2005
"42397","AGO",90,94,1.194,2005
"42398","AGO",95,99,0.178,2005
"42399","AGO",100,104,0.012,2005
"42487","AGO",15,19,1255.663,2010
"42488","AGO",20,24,1068.258,2010
"42489","AGO",25,29,877.07,2010
"42490","AGO",30,34,712.319,2010
"42491","AGO",35,39,590.5,2010
"42492","AGO",40,44,439.355,2010
"42493","AGO",45,49,379.162,2010
"42494","AGO",50,54,290.794,2010
"42495","AGO",55,59,197.522,2010
"42496","AGO",60,64,167.915,2010
"42497","AGO",65,69,125.093,2010
"42498","AGO",70,74,97.98,2010
"42499","AGO",75,79,54.901,2010
"42500","AGO",80,84,24.553,2010
"42501","AGO",85,89,6.788,2010
"42502","AGO",90,94,1.615,2010
"42503","AGO",95,99,0.196,2010
"42504","AGO",100,104,0.017,2010
"42592","AGO",15,19,1473.079,2015
"42593","AGO",20,24,1246.606,2015
"42594","AGO",25,29,1057.068,2015
"42595","AGO",30,34,865.793,2015
"42596","AGO",35,39,700.895,2015
"42597","AGO",40,44,578.254,2015
"42598","AGO",45,49,427.734,2015
"42599","AGO",50,54,365.04,2015
"42600","AGO",55,59,275.214,2015
"42601","AGO",60,64,181.512,2015
"42602","AGO",65,69,146.191,2015
"42603","AGO",70,74,99.366,2015
"42604","AGO",75,79,67.063,2015
"42605","AGO",80,84,30.267,2015
"42606","AGO",85,89,9.946,2015
"42607","AGO",90,94,1.855,2015
"42608","AGO",95,99,0.273,2015
"42609","AGO",100,104,0.019,2015
"42655","AGO",15,19,1644.831,2018
"42656","AGO",20,24,1364.693,2018
"42657","AGO",25,29,1160.166,2018
"42658","AGO",30,34,970.85,2018
"42659","AGO",35,39,785.632,2018
"42660","AGO",40,44,641.224,2018
"42661","AGO",45,49,505.74,2018
"42662","AGO",50,54,385.632,2018
"42663","AGO",55,59,320.553,2018
"42664","AGO",60,64,220.798,2018
"42665","AGO",65,69,148.207,2018
"42666","AGO",70,74,110.541,2018
"42667","AGO",75,79,67.207,2018
"42668","AGO",80,84,36.851,2018
"42669","AGO",85,89,12.215,2018
"42670","AGO",90,94,2.981,2018
"42671","AGO",95,99,0.433,2018
"42672","AGO",100,104,0.024,2018
"42697","AGO",15,19,1780.69,2020
"42698","AGO",20,24,1458.325,2020
"42699","AGO",25,29,1231.078,2020
"42700","AGO",30,34,1041.425,2020
"42701","AGO",35,39,850.121,2020
"42702","AGO",40,44,684.932,2020
"42703","AGO",45,49,561.29,2020
"42704","AGO",50,54,410.848,2020
"42705","AGO",55,59,344.802,2020
"42706","AGO",60,64,252.683,2020
"42707","AGO",65,69,158.692,2020
"42708","AGO",70,74,117.389,2020
"42709","AGO",75,79,69.351,2020
"42710","AGO",80,84,37.897,2020
"42711","AGO",85,89,12.652,2020
"42712","AGO",90,94,2.801,2020
"42713","AGO",95,99,0.319,2020
"42714","AGO",100,104,0.027,2020
"45238","ATG",15,19,2.78,1990
"45239","ATG",20,24,3.122,1990
"45240","ATG",25,29,3.086,1990
"45241","ATG",30,34,2.734,1990
"45242","ATG",35,39,2.154,1990
"45243","ATG",40,44,1.762,1990
"45244","ATG",45,49,1.307,1990
"45245","ATG",50,54,0.98,1990
"45246","ATG",55,59,0.945,1990
"45247","ATG",60,64,0.992,1990
"45248","ATG",65,69,0.934,1990
"45249","ATG",70,74,0.766,1990
"45250","ATG",75,79,0.601,1990
"45251","ATG",80,84,0.344,1990
"45252","ATG",85,89,0.078,1990
"45253","ATG",90,94,0.012,1990
"45254","ATG",95,99,0,1990
"45255","ATG",100,104,0,1990
"45343","ATG",15,19,3.038,1995
"45344","ATG",20,24,3.127,1995
"45345","ATG",25,29,3.264,1995
"45346","ATG",30,34,3.27,1995
"45347","ATG",35,39,2.806,1995
"45348","ATG",40,44,2.298,1995
"45349","ATG",45,49,1.709,1995
"45350","ATG",50,54,1.27,1995
"45351","ATG",55,59,1.093,1995
"45352","ATG",60,64,0.987,1995
"45353","ATG",65,69,0.881,1995
"45354","ATG",70,74,0.758,1995
"45355","ATG",75,79,0.569,1995
"45356","ATG",80,84,0.375,1995
"45357","ATG",85,89,0.155,1995
"45358","ATG",90,94,0.023,1995
"45359","ATG",95,99,0.002,1995
"45360","ATG",100,104,0,1995
"45448","ATG",15,19,3.305,2000
"45449","ATG",20,24,3.146,2000
"45450","ATG",25,29,3.445,2000
"45451","ATG",30,34,3.909,2000
"45452","ATG",35,39,3.66,2000
"45453","ATG",40,44,2.999,2000
"45454","ATG",45,49,2.229,2000
"45455","ATG",50,54,1.658,2000
"45456","ATG",55,59,1.259,2000
"45457","ATG",60,64,0.981,2000
"45458","ATG",65,69,0.832,2000
"45459","ATG",70,74,0.747,2000
"45460","ATG",75,79,0.542,2000
"45461","ATG",80,84,0.408,2000
"45462","ATG",85,89,0.175,2000
"45463","ATG",90,94,0.046,2000
"45464","ATG",95,99,0.003,2000
"45465","ATG",100,104,0,2000
"45553","ATG",15,19,3.475,2005
"45554","ATG",20,24,3.339,2005
"45555","ATG",25,29,3.56,2005
"45556","ATG",30,34,3.805,2005
"45557","ATG",35,39,3.76,2005
"45558","ATG",40,44,3.328,2005
"45559","ATG",45,49,2.744,2005
"45560","ATG",50,54,2.116,2005
"45561","ATG",55,59,1.58,2005
"45562","ATG",60,64,1.241,2005
"45563","ATG",65,69,0.996,2005
"45564","ATG",70,74,0.792,2005
"45565","ATG",75,79,0.603,2005
"45566","ATG",80,84,0.469,2005
"45567","ATG",85,89,0.196,2005
"45568","ATG",90,94,0.054,2005
"45569","ATG",95,99,0.006,2005
"45570","ATG",100,104,0,2005
"45658","ATG",15,19,3.652,2010
"45659","ATG",20,24,3.545,2010
"45660","ATG",25,29,3.667,2010
"45661","ATG",30,34,3.712,2010
"45662","ATG",35,39,3.861,2010
"45663","ATG",40,44,3.695,2010
"45664","ATG",45,49,3.38,2010
"45665","ATG",50,54,2.702,2010
"45666","ATG",55,59,1.972,2010
"45667","ATG",60,64,1.578,2010
"45668","ATG",65,69,1.188,2010
"45669","ATG",70,74,0.842,2010
"45670","ATG",75,79,0.673,2010
"45671","ATG",80,84,0.533,2010
"45672","ATG",85,89,0.233,2010
"45673","ATG",90,94,0.062,2010
"45674","ATG",95,99,0.009,2010
"45675","ATG",100,104,0.001,2010
"45763","ATG",15,19,3.761,2015
"45764","ATG",20,24,3.682,2015
"45765","ATG",25,29,3.703,2015
"45766","ATG",30,34,3.738,2015
"45767","ATG",35,39,3.732,2015
"45768","ATG",40,44,3.815,2015
"45769","ATG",45,49,3.701,2015
"45770","ATG",50,54,3.328,2015
"45771","ATG",55,59,2.588,2015
"45772","ATG",60,64,1.927,2015
"45773","ATG",65,69,1.492,2015
"45774","ATG",70,74,1.037,2015
"45775","ATG",75,79,0.705,2015
"45776","ATG",80,84,0.532,2015
"45777","ATG",85,89,0.28,2015
"45778","ATG",90,94,0.078,2015
"45779","ATG",95,99,0.012,2015
"45780","ATG",100,104,0.001,2015
"45826","ATG",15,19,3.614,2018
"45827","ATG",20,24,3.754,2018
"45828","ATG",25,29,3.674,2018
"45829","ATG",30,34,3.715,2018
"45830","ATG",35,39,3.724,2018
"45831","ATG",40,44,3.749,2018
"45832","ATG",45,49,3.774,2018
"45833","ATG",50,54,3.553,2018
"45834","ATG",55,59,3.007,2018
"45835","ATG",60,64,2.238,2018
"45836","ATG",65,69,1.657,2018
"45837","ATG",70,74,1.212,2018
"45838","ATG",75,79,0.774,2018
"45839","ATG",80,84,0.499,2018
"45840","ATG",85,89,0.302,2018
"45841","ATG",90,94,0.105,2018
"45842","ATG",95,99,0.02,2018
"45843","ATG",100,104,0.001,2018
"45868","ATG",15,19,3.49,2020
"45869","ATG",20,24,3.752,2020
"45870","ATG",25,29,3.672,2020
"45871","ATG",30,34,3.691,2020
"45872","ATG",35,39,3.722,2020
"45873","ATG",40,44,3.707,2020
"45874","ATG",45,49,3.774,2020
"45875","ATG",50,54,3.64,2020
"45876","ATG",55,59,3.247,2020
"45877","ATG",60,64,2.491,2020
"45878","ATG",65,69,1.807,2020
"45879","ATG",70,74,1.338,2020
"45880","ATG",75,79,0.859,2020
"45881","ATG",80,84,0.505,2020
"45882","ATG",85,89,0.293,2020
"45883","ATG",90,94,0.101,2020
"45884","ATG",95,99,0.015,2020
"45885","ATG",100,104,0.001,2020
"48409","ARG",15,19,1418.27,1990
"48410","ARG",20,24,1266.618,1990
"48411","ARG",25,29,1208.727,1990
"48412","ARG",30,34,1130.439,1990
"48413","ARG",35,39,1062.596,1990
"48414","ARG",40,44,969.798,1990
"48415","ARG",45,49,840.924,1990
"48416","ARG",50,54,750.746,1990
"48417","ARG",55,59,714.482,1990
"48418","ARG",60,64,686.28,1990
"48419","ARG",65,69,586.893,1990
"48420","ARG",70,74,463.239,1990
"48421","ARG",75,79,345.711,1990
"48422","ARG",80,84,204.366,1990
