iso3,countryname,region,super_region,year,age_group,ever_had_sex
MWI,Malawi,Sub-Saharan,3,1990,25,0.9913779
MWI,Malawi,Sub-Saharan,3,1990,30,0.9982802
MWI,Malawi,Sub-Saharan,3,1990,35,0.9991093
MWI,Malawi,Sub-Saharan,3,1990,40,0.9974488
MWI,Malawi,Sub-Saharan,3,1990,45,0.9994518
MWI,Malawi,Sub-Saharan,3,1991,15,0.5532688
MWI,Malawi,Sub-Saharan,3,1991,20,0.9541534
MWI,Malawi,Sub-Saharan,3,1991,25,0.9914337
MWI,Malawi,Sub-Saharan,3,1991,30,0.998295
MWI,Malawi,Sub-Saharan,3,1991,35,0.9991102
MWI,Malawi,Sub-Saharan,3,1991,40,0.9974654
MWI,Malawi,Sub-Saharan,3,1991,45,0.9994602
MWI,Malawi,Sub-Saharan,3,1992,15,0.5518729
MWI,Malawi,Sub-Saharan,3,1992,20,0.9542933
MWI,Malawi,Sub-Saharan,3,1992,25,0.9915372
MWI,Malawi,Sub-Saharan,3,1992,30,0.99832
MWI,Malawi,Sub-Saharan,3,1992,35,0.9991161
MWI,Malawi,Sub-Saharan,3,1992,40,0.9974969
MWI,Malawi,Sub-Saharan,3,1992,45,0.9994732
MWI,Malawi,Sub-Saharan,3,1993,15,0.5491989
MWI,Malawi,Sub-Saharan,3,1993,20,0.9541917
MWI,Malawi,Sub-Saharan,3,1993,25,0.991583
MWI,Malawi,Sub-Saharan,3,1993,30,0.9983339
MWI,Malawi,Sub-Saharan,3,1993,35,0.9991175
MWI,Malawi,Sub-Saharan,3,1993,40,0.9975128
MWI,Malawi,Sub-Saharan,3,1993,45,0.9994842
MWI,Malawi,Sub-Saharan,3,1994,15,0.5500171
MWI,Malawi,Sub-Saharan,3,1994,20,0.9543559
MWI,Malawi,Sub-Saharan,3,1994,25,0.9916494
MWI,Malawi,Sub-Saharan,3,1994,30,0.9983251
MWI,Malawi,Sub-Saharan,3,1994,35,0.9991378
MWI,Malawi,Sub-Saharan,3,1994,40,0.9975437
MWI,Malawi,Sub-Saharan,3,1994,45,0.9994972
MWI,Malawi,Sub-Saharan,3,1995,15,0.5493978
MWI,Malawi,Sub-Saharan,3,1995,20,0.9541013
MWI,Malawi,Sub-Saharan,3,1995,25,0.9916179
MWI,Malawi,Sub-Saharan,3,1995,30,0.9982961
MWI,Malawi,Sub-Saharan,3,1995,35,0.9991485
MWI,Malawi,Sub-Saharan,3,1995,40,0.9975452
MWI,Malawi,Sub-Saharan,3,1995,45,0.9995041
MWI,Malawi,Sub-Saharan,3,1996,15,0.5470786
MWI,Malawi,Sub-Saharan,3,1996,20,0.9536546
MWI,Malawi,Sub-Saharan,3,1996,25,0.9914436
MWI,Malawi,Sub-Saharan,3,1996,30,0.9982598
MWI,Malawi,Sub-Saharan,3,1996,35,0.9991696
MWI,Malawi,Sub-Saharan,3,1996,40,0.9976956
MWI,Malawi,Sub-Saharan,3,1996,45,0.9994585
MWI,Malawi,Sub-Saharan,3,1997,15,0.5437921
MWI,Malawi,Sub-Saharan,3,1997,20,0.9530407
MWI,Malawi,Sub-Saharan,3,1997,25,0.9912649
MWI,Malawi,Sub-Saharan,3,1997,30,0.9982277
MWI,Malawi,Sub-Saharan,3,1997,35,0.9991765
MWI,Malawi,Sub-Saharan,3,1997,40,0.9978023
MWI,Malawi,Sub-Saharan,3,1997,45,0.9994157
MWI,Malawi,Sub-Saharan,3,1998,15,0.5404258
MWI,Malawi,Sub-Saharan,3,1998,20,0.9525193
MWI,Malawi,Sub-Saharan,3,1998,25,0.9911133
MWI,Malawi,Sub-Saharan,3,1998,30,0.9982039
MWI,Malawi,Sub-Saharan,3,1998,35,0.9991772
MWI,Malawi,Sub-Saharan,3,1998,40,0.9978845
MWI,Malawi,Sub-Saharan,3,1998,45,0.9993793
MWI,Malawi,Sub-Saharan,3,1999,15,0.5370917
MWI,Malawi,Sub-Saharan,3,1999,20,0.9522376
MWI,Malawi,Sub-Saharan,3,1999,25,0.991075
MWI,Malawi,Sub-Saharan,3,1999,30,0.9982048
MWI,Malawi,Sub-Saharan,3,1999,35,0.999186
MWI,Malawi,Sub-Saharan,3,1999,40,0.9979776
MWI,Malawi,Sub-Saharan,3,1999,45,0.9993746
MWI,Malawi,Sub-Saharan,3,2000,15,0.5339724
MWI,Malawi,Sub-Saharan,3,2000,20,0.9520282
MWI,Malawi,Sub-Saharan,3,2000,25,0.9910457
MWI,Malawi,Sub-Saharan,3,2000,30,0.9982088
MWI,Malawi,Sub-Saharan,3,2000,35,0.9991929
MWI,Malawi,Sub-Saharan,3,2000,40,0.9980591
MWI,Malawi,Sub-Saharan,3,2000,45,0.9993738
MWI,Malawi,Sub-Saharan,3,2001,15,0.5325812
MWI,Malawi,Sub-Saharan,3,2001,20,0.952108
MWI,Malawi,Sub-Saharan,3,2001,25,0.9910396
MWI,Malawi,Sub-Saharan,3,2001,30,0.9982178
MWI,Malawi,Sub-Saharan,3,2001,35,0.9992033
MWI,Malawi,Sub-Saharan,3,2001,40,0.9981419
MWI,Malawi,Sub-Saharan,3,2001,45,0.9993764
MWI,Malawi,Sub-Saharan,3,2002,15,0.5292906
MWI,Malawi,Sub-Saharan,3,2002,20,0.9519882
MWI,Malawi,Sub-Saharan,3,2002,25,0.9909071
MWI,Malawi,Sub-Saharan,3,2002,30,0.9982336
MWI,Malawi,Sub-Saharan,3,2002,35,0.9992102
MWI,Malawi,Sub-Saharan,3,2002,40,0.9983416
MWI,Malawi,Sub-Saharan,3,2002,45,0.9992777
MWI,Malawi,Sub-Saharan,3,2003,15,0.526961
MWI,Malawi,Sub-Saharan,3,2003,20,0.952314
MWI,Malawi,Sub-Saharan,3,2003,25,0.9908675
MWI,Malawi,Sub-Saharan,3,2003,30,0.9982603
MWI,Malawi,Sub-Saharan,3,2003,35,0.9992208
MWI,Malawi,Sub-Saharan,3,2003,40,0.9985154
MWI,Malawi,Sub-Saharan,3,2003,45,0.9991668
MWI,Malawi,Sub-Saharan,3,2004,15,0.5254353
MWI,Malawi,Sub-Saharan,3,2004,20,0.953632
MWI,Malawi,Sub-Saharan,3,2004,25,0.9910346
MWI,Malawi,Sub-Saharan,3,2004,30,0.998317
MWI,Malawi,Sub-Saharan,3,2004,35,0.9992329
MWI,Malawi,Sub-Saharan,3,2004,40,0.9986662
MWI,Malawi,Sub-Saharan,3,2004,45,0.9990466
MWI,Malawi,Sub-Saharan,3,2005,15,0.5251151
MWI,Malawi,Sub-Saharan,3,2005,20,0.9564649
MWI,Malawi,Sub-Saharan,3,2005,25,0.9915232
MWI,Malawi,Sub-Saharan,3,2005,30,0.9984058
MWI,Malawi,Sub-Saharan,3,2005,35,0.9992513
MWI,Malawi,Sub-Saharan,3,2005,40,0.9987903
MWI,Malawi,Sub-Saharan,3,2005,45,0.9989231
MWI,Malawi,Sub-Saharan,3,2006,15,0.5248897
MWI,Malawi,Sub-Saharan,3,2006,20,0.9597037
MWI,Malawi,Sub-Saharan,3,2006,25,0.9924439
MWI,Malawi,Sub-Saharan,3,2006,30,0.9984864
MWI,Malawi,Sub-Saharan,3,2006,35,0.9992871
MWI,Malawi,Sub-Saharan,3,2006,40,0.9988863
MWI,Malawi,Sub-Saharan,3,2006,45,0.998796
MWI,Malawi,Sub-Saharan,3,2007,15,0.5230215
MWI,Malawi,Sub-Saharan,3,2007,20,0.9614499
MWI,Malawi,Sub-Saharan,3,2007,25,0.9927872
MWI,Malawi,Sub-Saharan,3,2007,30,0.9985189
MWI,Malawi,Sub-Saharan,3,2007,35,0.9992909
MWI,Malawi,Sub-Saharan,3,2007,40,0.998883
MWI,Malawi,Sub-Saharan,3,2007,45,0.9987776
MWI,Malawi,Sub-Saharan,3,2008,15,0.5180879
MWI,Malawi,Sub-Saharan,3,2008,20,0.9613015
MWI,Malawi,Sub-Saharan,3,2008,25,0.9927769
MWI,Malawi,Sub-Saharan,3,2008,30,0.9985063
MWI,Malawi,Sub-Saharan,3,2008,35,0.9992813
MWI,Malawi,Sub-Saharan,3,2008,40,0.9988636
MWI,Malawi,Sub-Saharan,3,2008,45,0.9987496
MWI,Malawi,Sub-Saharan,3,2009,15,0.5112699
MWI,Malawi,Sub-Saharan,3,2009,20,0.9597278
MWI,Malawi,Sub-Saharan,3,2009,25,0.9924986
MWI,Malawi,Sub-Saharan,3,2009,30,0.9984601
MWI,Malawi,Sub-Saharan,3,2009,35,0.9992633
MWI,Malawi,Sub-Saharan,3,2009,40,0.9988329
MWI,Malawi,Sub-Saharan,3,2009,45,0.9987155
MWI,Malawi,Sub-Saharan,3,2010,15,0.5031916
MWI,Malawi,Sub-Saharan,3,2010,20,0.9573926
MWI,Malawi,Sub-Saharan,3,2010,25,0.9920597
MWI,Malawi,Sub-Saharan,3,2010,30,0.998394
MWI,Malawi,Sub-Saharan,3,2010,35,0.9992396
MWI,Malawi,Sub-Saharan,3,2010,40,0.9987962
MWI,Malawi,Sub-Saharan,3,2010,45,0.9986784
MYS,Malaysia,"Asia, South",6,1980,15,0.1889135
MYS,Malaysia,"Asia, South",6,1980,20,0.5287501
MYS,Malaysia,"Asia, South",6,1980,25,0.8315016
MYS,Malaysia,"Asia, South",6,1980,30,0.9337136
MYS,Malaysia,"Asia, South",6,1980,35,0.9695686
MYS,Malaysia,"Asia, South",6,1980,40,0.9407395
MYS,Malaysia,"Asia, South",6,1980,45,0.9771792
MYS,Malaysia,"Asia, South",6,1981,15,0.1845015
MYS,Malaysia,"Asia, South",6,1981,20,0.5240903
MYS,Malaysia,"Asia, South",6,1981,25,0.8286766
MYS,Malaysia,"Asia, South",6,1981,30,0.9323534
MYS,Malaysia,"Asia, South",6,1981,35,0.9689583
MYS,Malaysia,"Asia, South",6,1981,40,0.93941
MYS,Malaysia,"Asia, South",6,1981,45,0.976631
MYS,Malaysia,"Asia, South",6,1982,15,0.1802201
MYS,Malaysia,"Asia, South",6,1982,20,0.5198668
MYS,Malaysia,"Asia, South",6,1982,25,0.8259801
MYS,Malaysia,"Asia, South",6,1982,30,0.9312022
MYS,Malaysia,"Asia, South",6,1982,35,0.9683871
MYS,Malaysia,"Asia, South",6,1982,40,0.9380609
MYS,Malaysia,"Asia, South",6,1982,45,0.9761032
MYS,Malaysia,"Asia, South",6,1983,15,0.1760911
MYS,Malaysia,"Asia, South",6,1983,20,0.5157127
MYS,Malaysia,"Asia, South",6,1983,25,0.8233457
MYS,Malaysia,"Asia, South",6,1983,30,0.9301227
MYS,Malaysia,"Asia, South",6,1983,35,0.9678302
MYS,Malaysia,"Asia, South",6,1983,40,0.9367261
MYS,Malaysia,"Asia, South",6,1983,45,0.9755679
MYS,Malaysia,"Asia, South",6,1984,15,0.1720817
MYS,Malaysia,"Asia, South",6,1984,20,0.5111814
MYS,Malaysia,"Asia, South",6,1984,25,0.820531
MYS,Malaysia,"Asia, South",6,1984,30,0.9289065
MYS,Malaysia,"Asia, South",6,1984,35,0.967195
MYS,Malaysia,"Asia, South",6,1984,40,0.9352513
MYS,Malaysia,"Asia, South",6,1984,45,0.9749826
MYS,Malaysia,"Asia, South",6,1985,15,0.1680711
MYS,Malaysia,"Asia, South",6,1985,20,0.5054913
MYS,Malaysia,"Asia, South",6,1985,25,0.8171256
MYS,Malaysia,"Asia, South",6,1985,30,0.9273516
MYS,Malaysia,"Asia, South",6,1985,35,0.9663492
MYS,Malaysia,"Asia, South",6,1985,40,0.9334969
MYS,Malaysia,"Asia, South",6,1985,45,0.9744487
MYS,Malaysia,"Asia, South",6,1986,15,0.1642095
MYS,Malaysia,"Asia, South",6,1986,20,0.4997491
MYS,Malaysia,"Asia, South",6,1986,25,0.8136045
MYS,Malaysia,"Asia, South",6,1986,30,0.9258084
MYS,Malaysia,"Asia, South",6,1986,35,0.9654697
MYS,Malaysia,"Asia, South",6,1986,40,0.9316648
MYS,Malaysia,"Asia, South",6,1986,45,0.9739513
MYS,Malaysia,"Asia, South",6,1987,15,0.1603758
MYS,Malaysia,"Asia, South",6,1987,20,0.4937031
MYS,Malaysia,"Asia, South",6,1987,25,0.8095124
MYS,Malaysia,"Asia, South",6,1987,30,0.9238984
MYS,Malaysia,"Asia, South",6,1987,35,0.9643919
MYS,Malaysia,"Asia, South",6,1987,40,0.9295176
MYS,Malaysia,"Asia, South",6,1987,45,0.9734015
MYS,Malaysia,"Asia, South",6,1988,15,0.1563872
MYS,Malaysia,"Asia, South",6,1988,20,0.4869191
MYS,Malaysia,"Asia, South",6,1988,25,0.804588
MYS,Malaysia,"Asia, South",6,1988,30,0.9214332
MYS,Malaysia,"Asia, South",6,1988,35,0.9630777
MYS,Malaysia,"Asia, South",6,1988,40,0.9269125
MYS,Malaysia,"Asia, South",6,1988,45,0.9727153
MYS,Malaysia,"Asia, South",6,1989,15,0.1522607
MYS,Malaysia,"Asia, South",6,1989,20,0.4793189
MYS,Malaysia,"Asia, South",6,1989,25,0.7988566
MYS,Malaysia,"Asia, South",6,1989,30,0.9184477
MYS,Malaysia,"Asia, South",6,1989,35,0.9615151
MYS,Malaysia,"Asia, South",6,1989,40,0.9238623
MYS,Malaysia,"Asia, South",6,1989,45,0.9718979
MYS,Malaysia,"Asia, South",6,1990,15,0.1482099
MYS,Malaysia,"Asia, South",6,1990,20,0.4709199
MYS,Malaysia,"Asia, South",6,1990,25,0.7924996
MYS,Malaysia,"Asia, South",6,1990,30,0.9151047
MYS,Malaysia,"Asia, South",6,1990,35,0.9597226
MYS,Malaysia,"Asia, South",6,1990,40,0.9205188
MYS,Malaysia,"Asia, South",6,1990,45,0.9709729
MYS,Malaysia,"Asia, South",6,1991,15,0.1442046
MYS,Malaysia,"Asia, South",6,1991,20,0.4621165
MYS,Malaysia,"Asia, South",6,1991,25,0.7855811
MYS,Malaysia,"Asia, South",6,1991,30,0.9114645
MYS,Malaysia,"Asia, South",6,1991,35,0.9577213
MYS,Malaysia,"Asia, South",6,1991,40,0.9168698
MYS,Malaysia,"Asia, South",6,1991,45,0.9699067
MYS,Malaysia,"Asia, South",6,1992,15,0.140191
MYS,Malaysia,"Asia, South",6,1992,20,0.4533218
MYS,Malaysia,"Asia, South",6,1992,25,0.7783079
MYS,Malaysia,"Asia, South",6,1992,30,0.9077868
MYS,Malaysia,"Asia, South",6,1992,35,0.9556788
MYS,Malaysia,"Asia, South",6,1992,40,0.9133266
MYS,Malaysia,"Asia, South",6,1992,45,0.9687353
MYS,Malaysia,"Asia, South",6,1993,15,0.136212
MYS,Malaysia,"Asia, South",6,1993,20,0.4452108
MYS,Malaysia,"Asia, South",6,1993,25,0.7711275
MYS,Malaysia,"Asia, South",6,1993,30,0.9042004
MYS,Malaysia,"Asia, South",6,1993,35,0.9535848
MYS,Malaysia,"Asia, South",6,1993,40,0.9099064
MYS,Malaysia,"Asia, South",6,1993,45,0.9674984
MYS,Malaysia,"Asia, South",6,1994,15,0.1324595
MYS,Malaysia,"Asia, South",6,1994,20,0.4381963
MYS,Malaysia,"Asia, South",6,1994,25,0.7648399
MYS,Malaysia,"Asia, South",6,1994,30,0.9010069
MYS,Malaysia,"Asia, South",6,1994,35,0.9516366
MYS,Malaysia,"Asia, South",6,1994,40,0.9068269
MYS,Malaysia,"Asia, South",6,1994,45,0.9662268
MYS,Malaysia,"Asia, South",6,1995,15,0.129182
MYS,Malaysia,"Asia, South",6,1995,20,0.4328378
MYS,Malaysia,"Asia, South",6,1995,25,0.7601885
MYS,Malaysia,"Asia, South",6,1995,30,0.8986889
MYS,Malaysia,"Asia, South",6,1995,35,0.9500825
MYS,Malaysia,"Asia, South",6,1995,40,0.904406
MYS,Malaysia,"Asia, South",6,1995,45,0.9649387
MYS,Malaysia,"Asia, South",6,1996,15,0.1263711
MYS,Malaysia,"Asia, South",6,1996,20,0.4294395
MYS,Malaysia,"Asia, South",6,1996,25,0.7580082
MYS,Malaysia,"Asia, South",6,1996,30,0.8978658
MYS,Malaysia,"Asia, South",6,1996,35,0.9490947
MYS,Malaysia,"Asia, South",6,1996,40,0.9026778
MYS,Malaysia,"Asia, South",6,1996,45,0.9640644
MYS,Malaysia,"Asia, South",6,1997,15,0.1238785
MYS,Malaysia,"Asia, South",6,1997,20,0.4265497
MYS,Malaysia,"Asia, South",6,1997,25,0.7554895
MYS,Malaysia,"Asia, South",6,1997,30,0.8969184
MYS,Malaysia,"Asia, South",6,1997,35,0.9482589
MYS,Malaysia,"Asia, South",6,1997,40,0.9009173
MYS,Malaysia,"Asia, South",6,1997,45,0.9631082
MYS,Malaysia,"Asia, South",6,1998,15,0.1221845
MYS,Malaysia,"Asia, South",6,1998,20,0.4248255
MYS,Malaysia,"Asia, South",6,1998,25,0.7541282
MYS,Malaysia,"Asia, South",6,1998,30,0.8965657
MYS,Malaysia,"Asia, South",6,1998,35,0.9479877
MYS,Malaysia,"Asia, South",6,1998,40,0.8999021
MYS,Malaysia,"Asia, South",6,1998,45,0.9625115
MYS,Malaysia,"Asia, South",6,1999,15,0.1206118
MYS,Malaysia,"Asia, South",6,1999,20,0.4231991
MYS,Malaysia,"Asia, South",6,1999,25,0.7525697
MYS,Malaysia,"Asia, South",6,1999,30,0.8960255
MYS,Malaysia,"Asia, South",6,1999,35,0.9476612
MYS,Malaysia,"Asia, South",6,1999,40,0.898948
MYS,Malaysia,"Asia, South",6,1999,45,0.9618217
MYS,Malaysia,"Asia, South",6,2000,15,0.1187971
MYS,Malaysia,"Asia, South",6,2000,20,0.4216291
MYS,Malaysia,"Asia, South",6,2000,25,0.750526
MYS,Malaysia,"Asia, South",6,2000,30,0.8950728
MYS,Malaysia,"Asia, South",6,2000,35,0.9471601
MYS,Malaysia,"Asia, South",6,2000,40,0.897839
MYS,Malaysia,"Asia, South",6,2000,45,0.9609727
MYS,Malaysia,"Asia, South",6,2001,15,0.1173296
MYS,Malaysia,"Asia, South",6,2001,20,0.4203902
MYS,Malaysia,"Asia, South",6,2001,25,0.748674
MYS,Malaysia,"Asia, South",6,2001,30,0.894058
MYS,Malaysia,"Asia, South",6,2001,35,0.9465767
MYS,Malaysia,"Asia, South",6,2001,40,0.8968478
MYS,Malaysia,"Asia, South",6,2001,45,0.9601901
MYS,Malaysia,"Asia, South",6,2002,15,0.1160348
MYS,Malaysia,"Asia, South",6,2002,20,0.4191076
MYS,Malaysia,"Asia, South",6,2002,25,0.7472889
MYS,Malaysia,"Asia, South",6,2002,30,0.8930973
MYS,Malaysia,"Asia, South",6,2002,35,0.9459422
MYS,Malaysia,"Asia, South",6,2002,40,0.8958409
MYS,Malaysia,"Asia, South",6,2002,45,0.9593231
MYS,Malaysia,"Asia, South",6,2003,15,0.1146103
MYS,Malaysia,"Asia, South",6,2003,20,0.4176505
MYS,Malaysia,"Asia, South",6,2003,25,0.7462913
MYS,Malaysia,"Asia, South",6,2003,30,0.8920772
MYS,Malaysia,"Asia, South",6,2003,35,0.9452376
MYS,Malaysia,"Asia, South",6,2003,40,0.8948433
MYS,Malaysia,"Asia, South",6,2003,45,0.9584013
MYS,Malaysia,"Asia, South",6,2004,15,0.1131399
MYS,Malaysia,"Asia, South",6,2004,20,0.4162535
MYS,Malaysia,"Asia, South",6,2004,25,0.745186
MYS,Malaysia,"Asia, South",6,2004,30,0.8909829
MYS,Malaysia,"Asia, South",6,2004,35,0.944553
MYS,Malaysia,"Asia, South",6,2004,40,0.8938088
MYS,Malaysia,"Asia, South",6,2004,45,0.9573788
MYS,Malaysia,"Asia, South",6,2005,15,0.1118281
MYS,Malaysia,"Asia, South",6,2005,20,0.4150487
MYS,Malaysia,"Asia, South",6,2005,25,0.7443966
MYS,Malaysia,"Asia, South",6,2005,30,0.8900762
MYS,Malaysia,"Asia, South",6,2005,35,0.943851
MYS,Malaysia,"Asia, South",6,2005,40,0.8927517
MYS,Malaysia,"Asia, South",6,2005,45,0.9562859
MYS,Malaysia,"Asia, South",6,2006,15,0.1106151
MYS,Malaysia,"Asia, South",6,2006,20,0.413729
MYS,Malaysia,"Asia, South",6,2006,25,0.743747
MYS,Malaysia,"Asia, South",6,2006,30,0.889181
MYS,Malaysia,"Asia, South",6,2006,35,0.9431781
MYS,Malaysia,"Asia, South",6,2006,40,0.8916482
MYS,Malaysia,"Asia, South",6,2006,45,0.9550859
MYS,Malaysia,"Asia, South",6,2007,15,0.1093656
MYS,Malaysia,"Asia, South",6,2007,20,0.4123622
MYS,Malaysia,"Asia, South",6,2007,25,0.7427559
MYS,Malaysia,"Asia, South",6,2007,30,0.8883572
MYS,Malaysia,"Asia, South",6,2007,35,0.9427557
MYS,Malaysia,"Asia, South",6,2007,40,0.8909097
MYS,Malaysia,"Asia, South",6,2007,45,0.9538021
MYS,Malaysia,"Asia, South",6,2008,15,0.1081861
MYS,Malaysia,"Asia, South",6,2008,20,0.4108683
MYS,Malaysia,"Asia, South",6,2008,25,0.741544
MYS,Malaysia,"Asia, South",6,2008,30,0.8877115
MYS,Malaysia,"Asia, South",6,2008,35,0.9425458
MYS,Malaysia,"Asia, South",6,2008,40,0.8904285
MYS,Malaysia,"Asia, South",6,2008,45,0.9525073
MYS,Malaysia,"Asia, South",6,2009,15,0.1072556
MYS,Malaysia,"Asia, South",6,2009,20,0.4096506
MYS,Malaysia,"Asia, South",6,2009,25,0.7407414
MYS,Malaysia,"Asia, South",6,2009,30,0.8876176
MYS,Malaysia,"Asia, South",6,2009,35,0.9426922
MYS,Malaysia,"Asia, South",6,2009,40,0.8901982
MYS,Malaysia,"Asia, South",6,2009,45,0.9514061
MYS,Malaysia,"Asia, South",6,2010,15,0.1064742
MYS,Malaysia,"Asia, South",6,2010,20,0.4085521
MYS,Malaysia,"Asia, South",6,2010,25,0.73939
MYS,Malaysia,"Asia, South",6,2010,30,0.8877761
MYS,Malaysia,"Asia, South",6,2010,35,0.9426223
MYS,Malaysia,"Asia, South",6,2010,40,0.8896998
MYS,Malaysia,"Asia, South",6,2010,45,0.9501827
NAM,Namibia,Sub-Saharan,3,1980,15,0.45872
NAM,Namibia,Sub-Saharan,3,1980,20,0.8425673
NAM,Namibia,Sub-Saharan,3,1980,25,0.9356155
NAM,Namibia,Sub-Saharan,3,1980,30,0.9817768
NAM,Namibia,Sub-Saharan,3,1980,35,0.9935527
NAM,Namibia,Sub-Saharan,3,1980,40,0.9931788
NAM,Namibia,Sub-Saharan,3,1980,45,0.9946116
NAM,Namibia,Sub-Saharan,3,1981,15,0.4547814
NAM,Namibia,Sub-Saharan,3,1981,20,0.8410718
NAM,Namibia,Sub-Saharan,3,1981,25,0.9349967
NAM,Namibia,Sub-Saharan,3,1981,30,0.9815707
NAM,Namibia,Sub-Saharan,3,1981,35,0.9934818
NAM,Namibia,Sub-Saharan,3,1981,40,0.9931144
NAM,Namibia,Sub-Saharan,3,1981,45,0.9945685
NAM,Namibia,Sub-Saharan,3,1982,15,0.4510322
NAM,Namibia,Sub-Saharan,3,1982,20,0.8398377
NAM,Namibia,Sub-Saharan,3,1982,25,0.9345313
NAM,Namibia,Sub-Saharan,3,1982,30,0.9814095
NAM,Namibia,Sub-Saharan,3,1982,35,0.993431
NAM,Namibia,Sub-Saharan,3,1982,40,0.9930664
NAM,Namibia,Sub-Saharan,3,1982,45,0.9945341
NAM,Namibia,Sub-Saharan,3,1983,15,0.4476613
NAM,Namibia,Sub-Saharan,3,1983,20,0.8389323
NAM,Namibia,Sub-Saharan,3,1983,25,0.9342332
NAM,Namibia,Sub-Saharan,3,1983,30,0.9812977
NAM,Namibia,Sub-Saharan,3,1983,35,0.9933999
NAM,Namibia,Sub-Saharan,3,1983,40,0.9930342
NAM,Namibia,Sub-Saharan,3,1983,45,0.9945157
NAM,Namibia,Sub-Saharan,3,1984,15,0.4444064
NAM,Namibia,Sub-Saharan,3,1984,20,0.8382114
NAM,Namibia,Sub-Saharan,3,1984,25,0.9339904
NAM,Namibia,Sub-Saharan,3,1984,30,0.981203
NAM,Namibia,Sub-Saharan,3,1984,35,0.993381
NAM,Namibia,Sub-Saharan,3,1984,40,0.9930105
NAM,Namibia,Sub-Saharan,3,1984,45,0.9945105
NAM,Namibia,Sub-Saharan,3,1985,15,0.4415785
NAM,Namibia,Sub-Saharan,3,1985,20,0.8377999
NAM,Namibia,Sub-Saharan,3,1985,25,0.9337957
NAM,Namibia,Sub-Saharan,3,1985,30,0.9811331
NAM,Namibia,Sub-Saharan,3,1985,35,0.9933758
NAM,Namibia,Sub-Saharan,3,1985,40,0.993004
NAM,Namibia,Sub-Saharan,3,1985,45,0.9945177
NAM,Namibia,Sub-Saharan,3,1986,15,0.4390104
NAM,Namibia,Sub-Saharan,3,1986,20,0.8373215
NAM,Namibia,Sub-Saharan,3,1986,25,0.9335113
NAM,Namibia,Sub-Saharan,3,1986,30,0.9810504
NAM,Namibia,Sub-Saharan,3,1986,35,0.9933663
NAM,Namibia,Sub-Saharan,3,1986,40,0.9929927
NAM,Namibia,Sub-Saharan,3,1986,45,0.9945182
NAM,Namibia,Sub-Saharan,3,1987,15,0.436136
NAM,Namibia,Sub-Saharan,3,1987,20,0.8364381
NAM,Namibia,Sub-Saharan,3,1987,25,0.9330751
NAM,Namibia,Sub-Saharan,3,1987,30,0.9809203
NAM,Namibia,Sub-Saharan,3,1987,35,0.9933292
NAM,Namibia,Sub-Saharan,3,1987,40,0.9929557
NAM,Namibia,Sub-Saharan,3,1987,45,0.9945004
NAM,Namibia,Sub-Saharan,3,1988,15,0.4336504
NAM,Namibia,Sub-Saharan,3,1988,20,0.8357557
NAM,Namibia,Sub-Saharan,3,1988,25,0.9327717
NAM,Namibia,Sub-Saharan,3,1988,30,0.9808367
NAM,Namibia,Sub-Saharan,3,1988,35,0.9932973
NAM,Namibia,Sub-Saharan,3,1988,40,0.9929259
NAM,Namibia,Sub-Saharan,3,1988,45,0.9944919
NAM,Namibia,Sub-Saharan,3,1989,15,0.4314442
NAM,Namibia,Sub-Saharan,3,1989,20,0.8351511
NAM,Namibia,Sub-Saharan,3,1989,25,0.9324756
NAM,Namibia,Sub-Saharan,3,1989,30,0.9807664
NAM,Namibia,Sub-Saharan,3,1989,35,0.9932718
NAM,Namibia,Sub-Saharan,3,1989,40,0.9928966
NAM,Namibia,Sub-Saharan,3,1989,45,0.9944882
NAM,Namibia,Sub-Saharan,3,1990,15,0.429314
NAM,Namibia,Sub-Saharan,3,1990,20,0.834425
NAM,Namibia,Sub-Saharan,3,1990,25,0.9321648
NAM,Namibia,Sub-Saharan,3,1990,30,0.980689
NAM,Namibia,Sub-Saharan,3,1990,35,0.9932562
NAM,Namibia,Sub-Saharan,3,1990,40,0.992873
NAM,Namibia,Sub-Saharan,3,1990,45,0.9944835
NAM,Namibia,Sub-Saharan,3,1991,15,0.4268801
NAM,Namibia,Sub-Saharan,3,1991,20,0.8334197
NAM,Namibia,Sub-Saharan,3,1991,25,0.9317436
NAM,Namibia,Sub-Saharan,3,1991,30,0.9805718
NAM,Namibia,Sub-Saharan,3,1991,35,0.993234
NAM,Namibia,Sub-Saharan,3,1991,40,0.9928397
NAM,Namibia,Sub-Saharan,3,1991,45,0.9944671
NAM,Namibia,Sub-Saharan,3,1992,15,0.4243281
NAM,Namibia,Sub-Saharan,3,1992,20,0.8323783
NAM,Namibia,Sub-Saharan,3,1992,25,0.9312929
NAM,Namibia,Sub-Saharan,3,1992,30,0.98043
NAM,Namibia,Sub-Saharan,3,1992,35,0.9932815
NAM,Namibia,Sub-Saharan,3,1992,40,0.9927643
NAM,Namibia,Sub-Saharan,3,1992,45,0.9944924
NAM,Namibia,Sub-Saharan,3,1993,15,0.4223112
NAM,Namibia,Sub-Saharan,3,1993,20,0.8317247
NAM,Namibia,Sub-Saharan,3,1993,25,0.9310433
NAM,Namibia,Sub-Saharan,3,1993,30,0.9803579
NAM,Namibia,Sub-Saharan,3,1993,35,0.9933555
NAM,Namibia,Sub-Saharan,3,1993,40,0.9927123
