iso3,countryname,region,super_region,year,age_group,ever_had_sex
BLZ,Belize,Caribbean,7,1982,30,0.9361035
BLZ,Belize,Caribbean,7,1982,35,0.9524744
BLZ,Belize,Caribbean,7,1982,40,0.9627726
BLZ,Belize,Caribbean,7,1982,45,0.9699441
BLZ,Belize,Caribbean,7,1983,15,0.2785311
BLZ,Belize,Caribbean,7,1983,20,0.6964874
BLZ,Belize,Caribbean,7,1983,25,0.8683229
BLZ,Belize,Caribbean,7,1983,30,0.9356116
BLZ,Belize,Caribbean,7,1983,35,0.951945
BLZ,Belize,Caribbean,7,1983,40,0.9625915
BLZ,Belize,Caribbean,7,1983,45,0.9700323
BLZ,Belize,Caribbean,7,1984,15,0.276557
BLZ,Belize,Caribbean,7,1984,20,0.6956183
BLZ,Belize,Caribbean,7,1984,25,0.8676953
BLZ,Belize,Caribbean,7,1984,30,0.9352657
BLZ,Belize,Caribbean,7,1984,35,0.9515625
BLZ,Belize,Caribbean,7,1984,40,0.9625028
BLZ,Belize,Caribbean,7,1984,45,0.9702293
BLZ,Belize,Caribbean,7,1985,15,0.2750142
BLZ,Belize,Caribbean,7,1985,20,0.6953188
BLZ,Belize,Caribbean,7,1985,25,0.8675298
BLZ,Belize,Caribbean,7,1985,30,0.9352109
BLZ,Belize,Caribbean,7,1985,35,0.951394
BLZ,Belize,Caribbean,7,1985,40,0.9625953
BLZ,Belize,Caribbean,7,1985,45,0.9705953
BLZ,Belize,Caribbean,7,1986,15,0.2731957
BLZ,Belize,Caribbean,7,1986,20,0.6948698
BLZ,Belize,Caribbean,7,1986,25,0.867421
BLZ,Belize,Caribbean,7,1986,30,0.9352656
BLZ,Belize,Caribbean,7,1986,35,0.9512034
BLZ,Belize,Caribbean,7,1986,40,0.9626927
BLZ,Belize,Caribbean,7,1986,45,0.9709558
BLZ,Belize,Caribbean,7,1987,15,0.2706746
BLZ,Belize,Caribbean,7,1987,20,0.693508
BLZ,Belize,Caribbean,7,1987,25,0.8667486
BLZ,Belize,Caribbean,7,1987,30,0.9349803
BLZ,Belize,Caribbean,7,1987,35,0.9507629
BLZ,Belize,Caribbean,7,1987,40,0.962635
BLZ,Belize,Caribbean,7,1987,45,0.9711865
BLZ,Belize,Caribbean,7,1988,15,0.2679207
BLZ,Belize,Caribbean,7,1988,20,0.6915804
BLZ,Belize,Caribbean,7,1988,25,0.8657508
BLZ,Belize,Caribbean,7,1988,30,0.9344738
BLZ,Belize,Caribbean,7,1988,35,0.9501885
BLZ,Belize,Caribbean,7,1988,40,0.9624748
BLZ,Belize,Caribbean,7,1988,45,0.9713473
BLZ,Belize,Caribbean,7,1989,15,0.2646071
BLZ,Belize,Caribbean,7,1989,20,0.6886063
BLZ,Belize,Caribbean,7,1989,25,0.8640344
BLZ,Belize,Caribbean,7,1989,30,0.9335589
BLZ,Belize,Caribbean,7,1989,35,0.949302
BLZ,Belize,Caribbean,7,1989,40,0.9620995
BLZ,Belize,Caribbean,7,1989,45,0.9713378
BLZ,Belize,Caribbean,7,1990,15,0.2609597
BLZ,Belize,Caribbean,7,1990,20,0.6850818
BLZ,Belize,Caribbean,7,1990,25,0.8618827
BLZ,Belize,Caribbean,7,1990,30,0.9323831
BLZ,Belize,Caribbean,7,1990,35,0.9482591
BLZ,Belize,Caribbean,7,1990,40,0.9616112
BLZ,Belize,Caribbean,7,1990,45,0.9712111
BLZ,Belize,Caribbean,7,1991,15,0.2571131
BLZ,Belize,Caribbean,7,1991,20,0.6814098
BLZ,Belize,Caribbean,7,1991,25,0.8596305
BLZ,Belize,Caribbean,7,1991,30,0.9311194
BLZ,Belize,Caribbean,7,1991,35,0.9471779
BLZ,Belize,Caribbean,7,1991,40,0.9610223
BLZ,Belize,Caribbean,7,1991,45,0.9710243
BLZ,Belize,Caribbean,7,1992,15,0.2567102
BLZ,Belize,Caribbean,7,1992,20,0.6826255
BLZ,Belize,Caribbean,7,1992,25,0.8604207
BLZ,Belize,Caribbean,7,1992,30,0.9313568
BLZ,Belize,Caribbean,7,1992,35,0.947199
BLZ,Belize,Caribbean,7,1992,40,0.9609335
BLZ,Belize,Caribbean,7,1992,45,0.971338
BLZ,Belize,Caribbean,7,1993,15,0.2580503
BLZ,Belize,Caribbean,7,1993,20,0.6864349
BLZ,Belize,Caribbean,7,1993,25,0.8629302
BLZ,Belize,Caribbean,7,1993,30,0.9324744
BLZ,Belize,Caribbean,7,1993,35,0.947955
BLZ,Belize,Caribbean,7,1993,40,0.961248
BLZ,Belize,Caribbean,7,1993,45,0.9720163
BLZ,Belize,Caribbean,7,1994,15,0.2619618
BLZ,Belize,Caribbean,7,1994,20,0.6943176
BLZ,Belize,Caribbean,7,1994,25,0.867843
BLZ,Belize,Caribbean,7,1994,30,0.9348956
BLZ,Belize,Caribbean,7,1994,35,0.9497553
BLZ,Belize,Caribbean,7,1994,40,0.9621896
BLZ,Belize,Caribbean,7,1994,45,0.9732427
BLZ,Belize,Caribbean,7,1995,15,0.2684278
BLZ,Belize,Caribbean,7,1995,20,0.7056656
BLZ,Belize,Caribbean,7,1995,25,0.874751
BLZ,Belize,Caribbean,7,1995,30,0.9383758
BLZ,Belize,Caribbean,7,1995,35,0.9523974
BLZ,Belize,Caribbean,7,1995,40,0.963652
BLZ,Belize,Caribbean,7,1995,45,0.9749178
BLZ,Belize,Caribbean,7,1996,15,0.276006
BLZ,Belize,Caribbean,7,1996,20,0.7184813
BLZ,Belize,Caribbean,7,1996,25,0.8829083
BLZ,Belize,Caribbean,7,1996,30,0.9428184
BLZ,Belize,Caribbean,7,1996,35,0.9564068
BLZ,Belize,Caribbean,7,1996,40,0.9659758
BLZ,Belize,Caribbean,7,1996,45,0.9776857
BLZ,Belize,Caribbean,7,1997,15,0.2817848
BLZ,Belize,Caribbean,7,1997,20,0.7286349
BLZ,Belize,Caribbean,7,1997,25,0.8894345
BLZ,Belize,Caribbean,7,1997,30,0.9462982
BLZ,Belize,Caribbean,7,1997,35,0.9596047
BLZ,Belize,Caribbean,7,1997,40,0.9678932
BLZ,Belize,Caribbean,7,1997,45,0.979548
BLZ,Belize,Caribbean,7,1998,15,0.2857666
BLZ,Belize,Caribbean,7,1998,20,0.7359824
BLZ,Belize,Caribbean,7,1998,25,0.8943214
BLZ,Belize,Caribbean,7,1998,30,0.9488626
BLZ,Belize,Caribbean,7,1998,35,0.9619511
BLZ,Belize,Caribbean,7,1998,40,0.9693353
BLZ,Belize,Caribbean,7,1998,45,0.9807783
BLZ,Belize,Caribbean,7,1999,15,0.287834
BLZ,Belize,Caribbean,7,1999,20,0.7406023
BLZ,Belize,Caribbean,7,1999,25,0.8974782
BLZ,Belize,Caribbean,7,1999,30,0.9505254
BLZ,Belize,Caribbean,7,1999,35,0.9634958
BLZ,Belize,Caribbean,7,1999,40,0.970261
BLZ,Belize,Caribbean,7,1999,45,0.9815593
BLZ,Belize,Caribbean,7,2000,15,0.2868811
BLZ,Belize,Caribbean,7,2000,20,0.7422331
BLZ,Belize,Caribbean,7,2000,25,0.8989289
BLZ,Belize,Caribbean,7,2000,30,0.9515619
BLZ,Belize,Caribbean,7,2000,35,0.9644712
BLZ,Belize,Caribbean,7,2000,40,0.9709777
BLZ,Belize,Caribbean,7,2000,45,0.9822046
BLZ,Belize,Caribbean,7,2001,15,0.284783
BLZ,Belize,Caribbean,7,2001,20,0.7407049
BLZ,Belize,Caribbean,7,2001,25,0.8983629
BLZ,Belize,Caribbean,7,2001,30,0.9516029
BLZ,Belize,Caribbean,7,2001,35,0.9646665
BLZ,Belize,Caribbean,7,2001,40,0.9711432
BLZ,Belize,Caribbean,7,2001,45,0.9824172
BLZ,Belize,Caribbean,7,2002,15,0.2826058
BLZ,Belize,Caribbean,7,2002,20,0.7390099
BLZ,Belize,Caribbean,7,2002,25,0.8976114
BLZ,Belize,Caribbean,7,2002,30,0.9515222
BLZ,Belize,Caribbean,7,2002,35,0.9647367
BLZ,Belize,Caribbean,7,2002,40,0.9712088
BLZ,Belize,Caribbean,7,2002,45,0.9825007
BLZ,Belize,Caribbean,7,2003,15,0.2800449
BLZ,Belize,Caribbean,7,2003,20,0.7370498
BLZ,Belize,Caribbean,7,2003,25,0.8965957
BLZ,Belize,Caribbean,7,2003,30,0.9513041
BLZ,Belize,Caribbean,7,2003,35,0.9646649
BLZ,Belize,Caribbean,7,2003,40,0.9711672
BLZ,Belize,Caribbean,7,2003,45,0.9824765
BLZ,Belize,Caribbean,7,2004,15,0.2774621
BLZ,Belize,Caribbean,7,2004,20,0.7350214
BLZ,Belize,Caribbean,7,2004,25,0.8954573
BLZ,Belize,Caribbean,7,2004,30,0.9510133
BLZ,Belize,Caribbean,7,2004,35,0.9645456
BLZ,Belize,Caribbean,7,2004,40,0.9710553
BLZ,Belize,Caribbean,7,2004,45,0.9823923
BLZ,Belize,Caribbean,7,2005,15,0.2751589
BLZ,Belize,Caribbean,7,2005,20,0.7332569
BLZ,Belize,Caribbean,7,2005,25,0.8944967
BLZ,Belize,Caribbean,7,2005,30,0.9507759
BLZ,Belize,Caribbean,7,2005,35,0.9644638
BLZ,Belize,Caribbean,7,2005,40,0.9709821
BLZ,Belize,Caribbean,7,2005,45,0.9823068
BLZ,Belize,Caribbean,7,2006,15,0.2726706
BLZ,Belize,Caribbean,7,2006,20,0.7313097
BLZ,Belize,Caribbean,7,2006,25,0.8935463
BLZ,Belize,Caribbean,7,2006,30,0.9505236
BLZ,Belize,Caribbean,7,2006,35,0.9643843
BLZ,Belize,Caribbean,7,2006,40,0.9709107
BLZ,Belize,Caribbean,7,2006,45,0.982182
BLZ,Belize,Caribbean,7,2007,15,0.2697453
BLZ,Belize,Caribbean,7,2007,20,0.7285159
BLZ,Belize,Caribbean,7,2007,25,0.8925101
BLZ,Belize,Caribbean,7,2007,30,0.949984
BLZ,Belize,Caribbean,7,2007,35,0.9641002
BLZ,Belize,Caribbean,7,2007,40,0.9706467
BLZ,Belize,Caribbean,7,2007,45,0.982048
BLZ,Belize,Caribbean,7,2008,15,0.2671193
BLZ,Belize,Caribbean,7,2008,20,0.7261617
BLZ,Belize,Caribbean,7,2008,25,0.8917031
BLZ,Belize,Caribbean,7,2008,30,0.9495922
BLZ,Belize,Caribbean,7,2008,35,0.9639457
BLZ,Belize,Caribbean,7,2008,40,0.9704314
BLZ,Belize,Caribbean,7,2008,45,0.9819249
BLZ,Belize,Caribbean,7,2009,15,0.2651178
BLZ,Belize,Caribbean,7,2009,20,0.7248715
BLZ,Belize,Caribbean,7,2009,25,0.8913226
BLZ,Belize,Caribbean,7,2009,30,0.9495047
BLZ,Belize,Caribbean,7,2009,35,0.9639856
BLZ,Belize,Caribbean,7,2009,40,0.9703495
BLZ,Belize,Caribbean,7,2009,45,0.9818618
BLZ,Belize,Caribbean,7,2010,15,0.263257
BLZ,Belize,Caribbean,7,2010,20,0.7238793
BLZ,Belize,Caribbean,7,2010,25,0.8909988
BLZ,Belize,Caribbean,7,2010,30,0.9494492
BLZ,Belize,Caribbean,7,2010,35,0.9640408
BLZ,Belize,Caribbean,7,2010,40,0.9702833
BLZ,Belize,Caribbean,7,2010,45,0.9818197
BOL,Bolivia,Latin Ameri,7,1980,15,0.2802123
BOL,Bolivia,Latin Ameri,7,1980,20,0.7067243
BOL,Bolivia,Latin Ameri,7,1980,25,0.9017493
BOL,Bolivia,Latin Ameri,7,1980,30,0.9511423
BOL,Bolivia,Latin Ameri,7,1980,35,0.964053
BOL,Bolivia,Latin Ameri,7,1980,40,0.9707839
BOL,Bolivia,Latin Ameri,7,1980,45,0.9664513
BOL,Bolivia,Latin Ameri,7,1981,15,0.2763797
BOL,Bolivia,Latin Ameri,7,1981,20,0.7041481
BOL,Bolivia,Latin Ameri,7,1981,25,0.9008461
BOL,Bolivia,Latin Ameri,7,1981,30,0.950682
BOL,Bolivia,Latin Ameri,7,1981,35,0.963745
BOL,Bolivia,Latin Ameri,7,1981,40,0.9705823
BOL,Bolivia,Latin Ameri,7,1981,45,0.9662681
BOL,Bolivia,Latin Ameri,7,1982,15,0.2730104
BOL,Bolivia,Latin Ameri,7,1982,20,0.7023463
BOL,Bolivia,Latin Ameri,7,1982,25,0.9002906
BOL,Bolivia,Latin Ameri,7,1982,30,0.9503892
BOL,Bolivia,Latin Ameri,7,1982,35,0.9635667
BOL,Bolivia,Latin Ameri,7,1982,40,0.9705108
BOL,Bolivia,Latin Ameri,7,1982,45,0.9662148
BOL,Bolivia,Latin Ameri,7,1983,15,0.2702349
BOL,Bolivia,Latin Ameri,7,1983,20,0.7013321
BOL,Bolivia,Latin Ameri,7,1983,25,0.9000529
BOL,Bolivia,Latin Ameri,7,1983,30,0.9503052
BOL,Bolivia,Latin Ameri,7,1983,35,0.963529
BOL,Bolivia,Latin Ameri,7,1983,40,0.9705409
BOL,Bolivia,Latin Ameri,7,1983,45,0.9662964
BOL,Bolivia,Latin Ameri,7,1984,15,0.2674311
BOL,Bolivia,Latin Ameri,7,1984,20,0.700126
BOL,Bolivia,Latin Ameri,7,1984,25,0.8997356
BOL,Bolivia,Latin Ameri,7,1984,30,0.9501708
BOL,Bolivia,Latin Ameri,7,1984,35,0.9634522
BOL,Bolivia,Latin Ameri,7,1984,40,0.9705086
BOL,Bolivia,Latin Ameri,7,1984,45,0.966336
BOL,Bolivia,Latin Ameri,7,1985,15,0.2648844
BOL,Bolivia,Latin Ameri,7,1985,20,0.6992438
BOL,Bolivia,Latin Ameri,7,1985,25,0.8995916
BOL,Bolivia,Latin Ameri,7,1985,30,0.9500974
BOL,Bolivia,Latin Ameri,7,1985,35,0.96343
BOL,Bolivia,Latin Ameri,7,1985,40,0.97052
BOL,Bolivia,Latin Ameri,7,1985,45,0.9664221
BOL,Bolivia,Latin Ameri,7,1986,15,0.2627135
BOL,Bolivia,Latin Ameri,7,1986,20,0.6987502
BOL,Bolivia,Latin Ameri,7,1986,25,0.8996837
BOL,Bolivia,Latin Ameri,7,1986,30,0.9501203
BOL,Bolivia,Latin Ameri,7,1986,35,0.9635022
BOL,Bolivia,Latin Ameri,7,1986,40,0.9706151
BOL,Bolivia,Latin Ameri,7,1986,45,0.9665818
BOL,Bolivia,Latin Ameri,7,1987,15,0.2603793
BOL,Bolivia,Latin Ameri,7,1987,20,0.6980093
BOL,Bolivia,Latin Ameri,7,1987,25,0.8996571
BOL,Bolivia,Latin Ameri,7,1987,30,0.9500788
BOL,Bolivia,Latin Ameri,7,1987,35,0.9635247
BOL,Bolivia,Latin Ameri,7,1987,40,0.9706506
BOL,Bolivia,Latin Ameri,7,1987,45,0.966673
BOL,Bolivia,Latin Ameri,7,1988,15,0.2579877
BOL,Bolivia,Latin Ameri,7,1988,20,0.6970673
BOL,Bolivia,Latin Ameri,7,1988,25,0.8994997
BOL,Bolivia,Latin Ameri,7,1988,30,0.9499537
BOL,Bolivia,Latin Ameri,7,1988,35,0.9634792
BOL,Bolivia,Latin Ameri,7,1988,40,0.9706197
BOL,Bolivia,Latin Ameri,7,1988,45,0.9666859
BOL,Bolivia,Latin Ameri,7,1989,15,0.2556541
BOL,Bolivia,Latin Ameri,7,1989,20,0.6964892
BOL,Bolivia,Latin Ameri,7,1989,25,0.8994456
BOL,Bolivia,Latin Ameri,7,1989,30,0.9499604
BOL,Bolivia,Latin Ameri,7,1989,35,0.963414
BOL,Bolivia,Latin Ameri,7,1989,40,0.9706015
BOL,Bolivia,Latin Ameri,7,1989,45,0.9667733
BOL,Bolivia,Latin Ameri,7,1990,15,0.25305
BOL,Bolivia,Latin Ameri,7,1990,20,0.6953631
BOL,Bolivia,Latin Ameri,7,1990,25,0.8990884
BOL,Bolivia,Latin Ameri,7,1990,30,0.9497545
BOL,Bolivia,Latin Ameri,7,1990,35,0.9632397
BOL,Bolivia,Latin Ameri,7,1990,40,0.9705091
BOL,Bolivia,Latin Ameri,7,1990,45,0.9667612
BOL,Bolivia,Latin Ameri,7,1991,15,0.2505133
BOL,Bolivia,Latin Ameri,7,1991,20,0.6943949
BOL,Bolivia,Latin Ameri,7,1991,25,0.8998656
BOL,Bolivia,Latin Ameri,7,1991,30,0.9501938
BOL,Bolivia,Latin Ameri,7,1991,35,0.9636775
BOL,Bolivia,Latin Ameri,7,1991,40,0.9726083
BOL,Bolivia,Latin Ameri,7,1991,45,0.9681836
BOL,Bolivia,Latin Ameri,7,1992,15,0.2478424
BOL,Bolivia,Latin Ameri,7,1992,20,0.6928499
BOL,Bolivia,Latin Ameri,7,1992,25,0.9005151
BOL,Bolivia,Latin Ameri,7,1992,30,0.9507138
BOL,Bolivia,Latin Ameri,7,1992,35,0.9642054
BOL,Bolivia,Latin Ameri,7,1992,40,0.9748271
BOL,Bolivia,Latin Ameri,7,1992,45,0.9697132
BOL,Bolivia,Latin Ameri,7,1993,15,0.2451605
BOL,Bolivia,Latin Ameri,7,1993,20,0.6914482
BOL,Bolivia,Latin Ameri,7,1993,25,0.9015587
BOL,Bolivia,Latin Ameri,7,1993,30,0.9515014
BOL,Bolivia,Latin Ameri,7,1993,35,0.9649746
BOL,Bolivia,Latin Ameri,7,1993,40,0.977128
BOL,Bolivia,Latin Ameri,7,1993,45,0.9715691
BOL,Bolivia,Latin Ameri,7,1994,15,0.2423363
BOL,Bolivia,Latin Ameri,7,1994,20,0.6894689
BOL,Bolivia,Latin Ameri,7,1994,25,0.9025509
BOL,Bolivia,Latin Ameri,7,1994,30,0.9521865
BOL,Bolivia,Latin Ameri,7,1994,35,0.9657841
BOL,Bolivia,Latin Ameri,7,1994,40,0.9792438
BOL,Bolivia,Latin Ameri,7,1994,45,0.9733331
BOL,Bolivia,Latin Ameri,7,1995,15,0.2396085
BOL,Bolivia,Latin Ameri,7,1995,20,0.6874787
BOL,Bolivia,Latin Ameri,7,1995,25,0.9034189
BOL,Bolivia,Latin Ameri,7,1995,30,0.9533247
BOL,Bolivia,Latin Ameri,7,1995,35,0.9663149
BOL,Bolivia,Latin Ameri,7,1995,40,0.9798066
BOL,Bolivia,Latin Ameri,7,1995,45,0.9747293
BOL,Bolivia,Latin Ameri,7,1996,15,0.2405805
BOL,Bolivia,Latin Ameri,7,1996,20,0.6897751
BOL,Bolivia,Latin Ameri,7,1996,25,0.9059305
BOL,Bolivia,Latin Ameri,7,1996,30,0.9560851
BOL,Bolivia,Latin Ameri,7,1996,35,0.9676456
BOL,Bolivia,Latin Ameri,7,1996,40,0.9802505
BOL,Bolivia,Latin Ameri,7,1996,45,0.9765085
BOL,Bolivia,Latin Ameri,7,1997,15,0.2419977
BOL,Bolivia,Latin Ameri,7,1997,20,0.6936204
BOL,Bolivia,Latin Ameri,7,1997,25,0.9088749
BOL,Bolivia,Latin Ameri,7,1997,30,0.9589899
BOL,Bolivia,Latin Ameri,7,1997,35,0.9691926
BOL,Bolivia,Latin Ameri,7,1997,40,0.9808002
BOL,Bolivia,Latin Ameri,7,1997,45,0.978144
BOL,Bolivia,Latin Ameri,7,1998,15,0.2437004
BOL,Bolivia,Latin Ameri,7,1998,20,0.6980022
BOL,Bolivia,Latin Ameri,7,1998,25,0.9118096
BOL,Bolivia,Latin Ameri,7,1998,30,0.9616324
BOL,Bolivia,Latin Ameri,7,1998,35,0.970729
BOL,Bolivia,Latin Ameri,7,1998,40,0.9813346
BOL,Bolivia,Latin Ameri,7,1998,45,0.9794991
BOL,Bolivia,Latin Ameri,7,1999,15,0.2457973
BOL,Bolivia,Latin Ameri,7,1999,20,0.7028292
BOL,Bolivia,Latin Ameri,7,1999,25,0.9147636
BOL,Bolivia,Latin Ameri,7,1999,30,0.9639958
BOL,Bolivia,Latin Ameri,7,1999,35,0.9721631
BOL,Bolivia,Latin Ameri,7,1999,40,0.9818203
BOL,Bolivia,Latin Ameri,7,1999,45,0.9806037
BOL,Bolivia,Latin Ameri,7,2000,15,0.2525957
BOL,Bolivia,Latin Ameri,7,2000,20,0.7120777
BOL,Bolivia,Latin Ameri,7,2000,25,0.9176498
BOL,Bolivia,Latin Ameri,7,2000,30,0.9665242
BOL,Bolivia,Latin Ameri,7,2000,35,0.9739333
BOL,Bolivia,Latin Ameri,7,2000,40,0.9823672
BOL,Bolivia,Latin Ameri,7,2000,45,0.9812212
BOL,Bolivia,Latin Ameri,7,2001,15,0.2588317
BOL,Bolivia,Latin Ameri,7,2001,20,0.7212507
BOL,Bolivia,Latin Ameri,7,2001,25,0.9206914
BOL,Bolivia,Latin Ameri,7,2001,30,0.9690164
BOL,Bolivia,Latin Ameri,7,2001,35,0.9755681
BOL,Bolivia,Latin Ameri,7,2001,40,0.9827778
BOL,Bolivia,Latin Ameri,7,2001,45,0.9819014
BOL,Bolivia,Latin Ameri,7,2002,15,0.2652283
BOL,Bolivia,Latin Ameri,7,2002,20,0.7304135
BOL,Bolivia,Latin Ameri,7,2002,25,0.9239445
BOL,Bolivia,Latin Ameri,7,2002,30,0.9713401
BOL,Bolivia,Latin Ameri,7,2002,35,0.9771343
BOL,Bolivia,Latin Ameri,7,2002,40,0.983267
BOL,Bolivia,Latin Ameri,7,2002,45,0.9828312
BOL,Bolivia,Latin Ameri,7,2003,15,0.2709137
BOL,Bolivia,Latin Ameri,7,2003,20,0.7383202
BOL,Bolivia,Latin Ameri,7,2003,25,0.9266833
BOL,Bolivia,Latin Ameri,7,2003,30,0.9732794
BOL,Bolivia,Latin Ameri,7,2003,35,0.9783801
BOL,Bolivia,Latin Ameri,7,2003,40,0.9836944
BOL,Bolivia,Latin Ameri,7,2003,45,0.9836525
BOL,Bolivia,Latin Ameri,7,2004,15,0.2752389
BOL,Bolivia,Latin Ameri,7,2004,20,0.7447102
BOL,Bolivia,Latin Ameri,7,2004,25,0.9287595
BOL,Bolivia,Latin Ameri,7,2004,30,0.9748144
BOL,Bolivia,Latin Ameri,7,2004,35,0.979275
BOL,Bolivia,Latin Ameri,7,2004,40,0.9841073
BOL,Bolivia,Latin Ameri,7,2004,45,0.9842182
BOL,Bolivia,Latin Ameri,7,2005,15,0.276413
BOL,Bolivia,Latin Ameri,7,2005,20,0.7469589
BOL,Bolivia,Latin Ameri,7,2005,25,0.9297094
BOL,Bolivia,Latin Ameri,7,2005,30,0.9750462
BOL,Bolivia,Latin Ameri,7,2005,35,0.9792583
BOL,Bolivia,Latin Ameri,7,2005,40,0.984381
BOL,Bolivia,Latin Ameri,7,2005,45,0.9844847
BOL,Bolivia,Latin Ameri,7,2006,15,0.2764839
BOL,Bolivia,Latin Ameri,7,2006,20,0.7484235
BOL,Bolivia,Latin Ameri,7,2006,25,0.9299649
BOL,Bolivia,Latin Ameri,7,2006,30,0.9752624
BOL,Bolivia,Latin Ameri,7,2006,35,0.9791299
BOL,Bolivia,Latin Ameri,7,2006,40,0.9847705
BOL,Bolivia,Latin Ameri,7,2006,45,0.9847018
BOL,Bolivia,Latin Ameri,7,2007,15,0.275907
BOL,Bolivia,Latin Ameri,7,2007,20,0.7492185
BOL,Bolivia,Latin Ameri,7,2007,25,0.9299091
BOL,Bolivia,Latin Ameri,7,2007,30,0.9754143
BOL,Bolivia,Latin Ameri,7,2007,35,0.9789301
BOL,Bolivia,Latin Ameri,7,2007,40,0.9851772
BOL,Bolivia,Latin Ameri,7,2007,45,0.9848944
BOL,Bolivia,Latin Ameri,7,2008,15,0.2744694
BOL,Bolivia,Latin Ameri,7,2008,20,0.7491325
BOL,Bolivia,Latin Ameri,7,2008,25,0.9298469
BOL,Bolivia,Latin Ameri,7,2008,30,0.9753925
BOL,Bolivia,Latin Ameri,7,2008,35,0.9786354
BOL,Bolivia,Latin Ameri,7,2008,40,0.9854533
BOL,Bolivia,Latin Ameri,7,2008,45,0.9850328
BOL,Bolivia,Latin Ameri,7,2009,15,0.2725934
BOL,Bolivia,Latin Ameri,7,2009,20,0.7484071
BOL,Bolivia,Latin Ameri,7,2009,25,0.9299657
BOL,Bolivia,Latin Ameri,7,2009,30,0.9751745
BOL,Bolivia,Latin Ameri,7,2009,35,0.9783127
BOL,Bolivia,Latin Ameri,7,2009,40,0.9856105
BOL,Bolivia,Latin Ameri,7,2009,45,0.9851441
BOL,Bolivia,Latin Ameri,7,2010,15,0.2691197
BOL,Bolivia,Latin Ameri,7,2010,20,0.7460335
BOL,Bolivia,Latin Ameri,7,2010,25,0.9291571
BOL,Bolivia,Latin Ameri,7,2010,30,0.9748088
BOL,Bolivia,Latin Ameri,7,2010,35,0.9779778
BOL,Bolivia,Latin Ameri,7,2010,40,0.9854994
BOL,Bolivia,Latin Ameri,7,2010,45,0.984854
BRA,Brazil,Latin Ameri,7,1980,15,0.2975559
BRA,Brazil,Latin Ameri,7,1980,20,0.6771905
BRA,Brazil,Latin Ameri,7,1980,25,0.844052
BRA,Brazil,Latin Ameri,7,1980,30,0.9166043
BRA,Brazil,Latin Ameri,7,1980,35,0.9172317
BRA,Brazil,Latin Ameri,7,1980,40,0.9080787
BRA,Brazil,Latin Ameri,7,1980,45,0.9378273
BRA,Brazil,Latin Ameri,7,1981,15,0.2937276
BRA,Brazil,Latin Ameri,7,1981,20,0.6760166
BRA,Brazil,Latin Ameri,7,1981,25,0.8445239
BRA,Brazil,Latin Ameri,7,1981,30,0.9174248
BRA,Brazil,Latin Ameri,7,1981,35,0.9170606
BRA,Brazil,Latin Ameri,7,1981,40,0.9064933
BRA,Brazil,Latin Ameri,7,1981,45,0.9373456
BRA,Brazil,Latin Ameri,7,1982,15,0.2901753
BRA,Brazil,Latin Ameri,7,1982,20,0.6743823
BRA,Brazil,Latin Ameri,7,1982,25,0.8450646
BRA,Brazil,Latin Ameri,7,1982,30,0.9182533
BRA,Brazil,Latin Ameri,7,1982,35,0.9167986
BRA,Brazil,Latin Ameri,7,1982,40,0.9049635
BRA,Brazil,Latin Ameri,7,1982,45,0.9370774
BRA,Brazil,Latin Ameri,7,1983,15,0.2874979
BRA,Brazil,Latin Ameri,7,1983,20,0.6730559
BRA,Brazil,Latin Ameri,7,1983,25,0.845547
BRA,Brazil,Latin Ameri,7,1983,30,0.9188463
BRA,Brazil,Latin Ameri,7,1983,35,0.9159851
BRA,Brazil,Latin Ameri,7,1983,40,0.9035848
BRA,Brazil,Latin Ameri,7,1983,45,0.9370881
BRA,Brazil,Latin Ameri,7,1984,15,0.2845584
BRA,Brazil,Latin Ameri,7,1984,20,0.6703928
BRA,Brazil,Latin Ameri,7,1984,25,0.8453219
BRA,Brazil,Latin Ameri,7,1984,30,0.9186636
BRA,Brazil,Latin Ameri,7,1984,35,0.9143509
BRA,Brazil,Latin Ameri,7,1984,40,0.9019785
BRA,Brazil,Latin Ameri,7,1984,45,0.9369265
BRA,Brazil,Latin Ameri,7,1985,15,0.2814766
BRA,Brazil,Latin Ameri,7,1985,20,0.665854
BRA,Brazil,Latin Ameri,7,1985,25,0.8431787
BRA,Brazil,Latin Ameri,7,1985,30,0.9166476
BRA,Brazil,Latin Ameri,7,1985,35,0.9119135
BRA,Brazil,Latin Ameri,7,1985,40,0.8998033
BRA,Brazil,Latin Ameri,7,1985,45,0.9365588
BRA,Brazil,Latin Ameri,7,1986,15,0.278209
BRA,Brazil,Latin Ameri,7,1986,20,0.658416
BRA,Brazil,Latin Ameri,7,1986,25,0.8375568
BRA,Brazil,Latin Ameri,7,1986,30,0.9121512
BRA,Brazil,Latin Ameri,7,1986,35,0.9081439
BRA,Brazil,Latin Ameri,7,1986,40,0.8968635
BRA,Brazil,Latin Ameri,7,1986,45,0.9358964
BRA,Brazil,Latin Ameri,7,1987,15,0.2756457
BRA,Brazil,Latin Ameri,7,1987,20,0.6492198
BRA,Brazil,Latin Ameri,7,1987,25,0.8277276
BRA,Brazil,Latin Ameri,7,1987,30,0.9043933
BRA,Brazil,Latin Ameri,7,1987,35,0.9027024
BRA,Brazil,Latin Ameri,7,1987,40,0.8939883
BRA,Brazil,Latin Ameri,7,1987,45,0.9351447
